DateTime,V,DIR,SLP,TP,RH
2018-03-03-01:00:00,2.65,350,1001.1,276.65,45
2018-03-03-02:00:00,2.33,346,1001.1,280.05,41
2018-03-03-03:00:00,1.85,24,1001.2,281.25,47
2018-03-03-04:00:00,2.09,110,1001.3,282.55,47
2018-03-03-05:00:00,2.18,159,1001.3,282.45,51
2018-03-03-06:00:00,2.97,92,1000.3,282.95,51
2018-03-03-07:00:00,2.83,110,1001,282.85,52
2018-03-03-08:00:00,2.23,39,1002.4,282.45,52
2018-03-03-09:00:00,1.61,94,1003.2,282.55,55
2018-03-03-10:00:00,1.73,8,1004.6,282.25,60
2018-03-03-11:00:00,1.36,296,1005.6,282.25,56
2018-03-03-12:00:00,1.77,34,1005.9,282.65,57
2018-03-03-13:00:00,3.11,1,1006.6,282.05,62
2018-03-03-14:00:00,1.02,247,1008,280.85,66
2018-03-03-15:00:00,1.1,217,1009.1,280.55,66
2018-03-03-16:00:00,2.03,15,1009.5,282.95,41
2018-03-03-17:00:00,3.41,38,1010,283.25,22
2018-03-03-18:00:00,4.58,45,1011.1,284.35,13
2018-03-03-19:00:00,4.35,35,1011.9,283.85,12
2018-03-03-20:00:00,2.7,66,1012.7,280.75,38
2018-03-03-21:00:00,5.47,18,1012.9,282.15,13
2018-03-03-22:00:00,4,59,1013.7,281.65,14
2018-03-03-23:00:00,2.41,144,1014.9,280.25,47
2018-03-04-00:00:00,2.49,158,1015.6,279.55,69
2018-03-04-01:00:00,3.35,162,1016.6,279.35,54
2018-03-04-02:00:00,4.34,183,1017.4,279.55,47
2018-03-04-03:00:00,6.04,173,1018.2,279.75,38
2018-03-04-04:00:00,5.6,178,1017.9,279.45,36
2018-03-04-05:00:00,5.41,168,1017.2,280.05,34
2018-03-04-06:00:00,5.08,164,1016.6,280.15,33
2018-03-04-07:00:00,5.08,161,1016.5,279.75,32
2018-03-04-08:00:00,4.54,154,1016.7,278.85,33
2018-03-04-09:00:00,4.7,151,1017.1,278.15,35
2018-03-04-10:00:00,4.46,141,1017.8,277.45,35
2018-03-04-11:00:00,2.96,152,1019.3,276.45,37
2018-03-04-12:00:00,3.13,153,1020.5,276.45,37
2018-03-04-13:00:00,2.21,165,1021.5,275.75,39
2018-03-04-14:00:00,1.28,159,1021.9,276.05,37
2018-03-04-15:00:00,1.87,150,1022,275.35,40
2018-03-04-16:00:00,1.82,104,1022.4,274.95,41
2018-03-04-17:00:00,3.26,65,1022.6,273.55,45
2018-03-04-18:00:00,2.9,61,1023.1,273.55,44
2018-03-04-19:00:00,2.04,21,1023.3,273.95,43
2018-03-04-20:00:00,2.47,360,1023.7,271.55,50
2018-03-04-21:00:00,0.22,33,1024.5,271.35,53
2018-03-04-22:00:00,1.03,112,1025.3,271.45,54
2018-03-04-23:00:00,0.71,276,1026.1,271.15,56
2018-03-05-00:00:00,1.6,21,1027,273.85,50
2018-03-05-01:00:00,2.72,76,1027.6,274.95,44
2018-03-05-02:00:00,3.77,110,1027.9,275.95,37
2018-03-05-03:00:00,4.5,165,1027.7,278.25,32
2018-03-05-04:00:00,4.25,166,1027.1,279.25,30
2018-03-05-05:00:00,5.29,194,1026,280.85,24
2018-03-05-06:00:00,5.22,188,1024.7,281.65,19
2018-03-05-07:00:00,5.3,183,1024,281.35,19
2018-03-05-08:00:00,5.68,190,1023.6,281.25,22
2018-03-05-09:00:00,5.8,180,1023.4,280.25,24
2018-03-05-10:00:00,6.2,176,1023.5,278.45,27
2018-03-05-11:00:00,7,167,1024.7,276.05,33
2018-03-05-12:00:00,5.77,162,1026,274.65,38
2018-03-05-13:00:00,4.46,164,1026.8,273.35,44
2018-03-05-14:00:00,3.21,159,1027.6,272.55,49
2018-03-05-15:00:00,3.48,83,1027.8,271.75,52
2018-03-05-16:00:00,3.48,110,1028.3,271.05,58
2018-03-05-17:00:00,2.91,119,1028.7,271.05,59
2018-03-05-18:00:00,2.52,139,1028.8,271.05,61
2018-03-05-19:00:00,2.08,147,1028.5,270.45,63
2018-03-05-20:00:00,1.93,71,1028.7,269.95,63
2018-03-05-21:00:00,2.22,83,1029.4,269.45,66
2018-03-05-22:00:00,1.62,91,1030.3,269.55,66
2018-03-05-23:00:00,2.59,70,1031.3,270.45,65
2018-03-06-00:00:00,2.38,85,1032.5,270.95,64
2018-03-06-01:00:00,4.46,107,1033.1,271.95,58
2018-03-06-02:00:00,3.73,129,1033.7,273.65,54
2018-03-06-03:00:00,3.65,163,1033.6,275.35,46
2018-03-06-04:00:00,3.86,126,1032.8,275.75,41
2018-03-06-05:00:00,2.64,115,1031.4,276.05,37
2018-03-06-06:00:00,3.5,171,1030.4,277.85,31
2018-03-06-07:00:00,4.83,166,1029.7,277.75,28
2018-03-06-08:00:00,5.37,150,1029.1,277.25,28
2018-03-06-09:00:00,6.2,150,1029.1,277.05,29
2018-03-06-10:00:00,6.66,152,1029.9,275.45,35
2018-03-06-11:00:00,6.92,155,1030.4,273.85,38
2018-03-06-12:00:00,4.54,155,1030.4,273.55,31
2018-03-06-13:00:00,5.72,166,1030.6,273.15,34
2018-03-06-14:00:00,4.93,160,1030.4,272.55,39
2018-03-06-15:00:00,3.78,154,1030.2,272.05,45
2018-03-06-16:00:00,4.46,158,1029.5,271.65,44
2018-03-06-17:00:00,3.23,166,1029.1,270.25,50
2018-03-06-18:00:00,3.87,156,1028.6,271.15,48
2018-03-06-19:00:00,3.44,128,1027.8,271.35,45
2018-03-06-20:00:00,3.42,152,1026.7,270.55,42
2018-03-06-21:00:00,3.12,142,1026.4,270.55,38
2018-03-06-22:00:00,3.31,135,1025.3,270.25,41
2018-03-06-23:00:00,3.06,133,1025,270.15,42
2018-03-07-00:00:00,3.48,128,1025.1,270.85,40
2018-03-07-01:00:00,2.26,164,1025.4,271.65,40
2018-03-07-02:00:00,2.32,138,1024.7,272.35,41
2018-03-07-03:00:00,1.74,143,1023.7,272.45,45
2018-03-07-04:00:00,1.65,149,1022.7,273.45,46
2018-03-07-05:00:00,2.18,100,1021.6,274.45,46
2018-03-07-06:00:00,2.94,51,1020.9,274.75,46
2018-03-07-07:00:00,1.42,221,1020.5,274.95,46
2018-03-07-08:00:00,1.33,73,1020.1,275.15,46
2018-03-07-09:00:00,1.21,187,1020.2,275.25,46
2018-03-07-10:00:00,0.79,162,1021.2,275.05,48
2018-03-07-11:00:00,3.36,52,1022.7,275.25,46
2018-03-07-12:00:00,3.35,46,1024.1,274.95,47
2018-03-07-13:00:00,3.69,25,1025.2,274.45,46
2018-03-07-14:00:00,3.16,350,1026.6,272.85,50
2018-03-07-15:00:00,3.66,17,1027.3,274.35,47
2018-03-07-16:00:00,4.39,26,1027.9,274.25,47
2018-03-07-17:00:00,2.41,38,1028.6,273.55,44
2018-03-07-18:00:00,3.63,12,1028.9,273.05,43
2018-03-07-19:00:00,4.53,7,1029,271.75,44
2018-03-07-20:00:00,4.37,20,1029.1,271.75,39
2018-03-07-21:00:00,4.1,40,1029.5,271.55,36
2018-03-07-22:00:00,4.7,29,1029.6,271.65,32
2018-03-07-23:00:00,3.84,19,1030.5,271.95,31
2018-03-08-00:00:00,5.29,30,1030.9,272.45,29
2018-03-08-01:00:00,4.11,52,1031.4,274.25,25
2018-03-08-02:00:00,1.1,91,1031.5,275.85,23
2018-03-08-03:00:00,1.09,64,1031,276.65,23
2018-03-08-04:00:00,2.34,55,1029.8,278.55,22
2018-03-08-05:00:00,1.53,197,1028.7,280.25,19
2018-03-08-06:00:00,3.09,189,1027.3,280.35,19
2018-03-08-07:00:00,4.46,200,1026.9,280.95,22
2018-03-08-08:00:00,5.62,181,1026.2,280.05,27
2018-03-08-09:00:00,4.91,190,1026,279.15,30
2018-03-08-10:00:00,4.98,188,1025.1,278.15,33
2018-03-08-11:00:00,3.55,182,1025.8,276.65,38
2018-03-08-12:00:00,4.18,186,1026.3,276.85,38
2018-03-08-13:00:00,2.13,152,1026.7,277.15,38
2018-03-08-14:00:00,3.28,163,1026.4,275.45,40
2018-03-08-15:00:00,2.89,140,1026,274.85,39
2018-03-08-16:00:00,4.35,133,1025.6,273.55,46
2018-03-08-17:00:00,3.95,125,1025.5,272.25,53
2018-03-08-18:00:00,4.8,127,1025,271.75,53
2018-03-08-19:00:00,3.43,123,1024.3,271.15,53
2018-03-08-20:00:00,2.72,78,1024.1,269.95,63
2018-03-08-21:00:00,1.95,85,1023.8,269.65,64
2018-03-08-22:00:00,2.04,113,1023.1,269.75,64
2018-03-08-23:00:00,1.75,124,1022.8,269.95,63
2018-03-09-00:00:00,1.36,126,1023,271.25,56
2018-03-09-01:00:00,1.83,195,1022.7,272.15,51
2018-03-09-02:00:00,1.04,224,1021.8,274.25,44
2018-03-09-03:00:00,2.06,85,1020.5,275.45,41
2018-03-09-04:00:00,1.74,112,1019.1,276.85,38
2018-03-09-05:00:00,2.48,149,1017.5,278.45,35
2018-03-09-06:00:00,2.47,156,1015.9,281.25,32
2018-03-09-07:00:00,3.73,204,1014.6,281.95,31
2018-03-09-08:00:00,3.1,201,1013.8,282.05,31
2018-03-09-09:00:00,2.5,210,1013.4,282.15,33
2018-03-09-10:00:00,1.36,191,1013.4,281.35,35
2018-03-09-11:00:00,4.13,5,1013.8,278.85,36
2018-03-09-12:00:00,3.13,27,1013.9,279.35,35
2018-03-09-13:00:00,3.91,33,1014,279.45,36
2018-03-09-14:00:00,2.89,4,1014.6,278.05,40
2018-03-09-15:00:00,1.93,293,1014.6,277.65,42
2018-03-09-16:00:00,0.8,318,1014.7,276.45,45
2018-03-09-17:00:00,2.73,9,1014.9,276.35,45
2018-03-09-18:00:00,2.69,350,1015.4,274.35,52
2018-03-09-19:00:00,3.2,350,1015.6,274.15,53
2018-03-09-20:00:00,3.4,348,1015.7,273.25,56
2018-03-09-21:00:00,3.27,339,1016.1,273.45,57
2018-03-09-22:00:00,2.62,348,1016.6,273.95,55
2018-03-09-23:00:00,4.13,344,1017,275.25,50
2018-03-10-00:00:00,4.7,352,1017.9,276.85,45
2018-03-10-01:00:00,2.31,45,1019.1,280.05,36
2018-03-10-02:00:00,3.13,130,1020.1,281.05,36
2018-03-10-03:00:00,5.7,158,1020.1,283.15,32
2018-03-10-04:00:00,4.56,130,1019.9,283.85,31
2018-03-10-05:00:00,5.07,142,1019.3,284.85,31
2018-03-10-06:00:00,4.97,149,1018.5,285.45,30
2018-03-10-07:00:00,4.08,158,1018.2,285.35,30
2018-03-10-08:00:00,5.25,153,1017.9,285.55,30
2018-03-10-09:00:00,5.54,173,1018.2,283.95,33
2018-03-10-10:00:00,5.43,149,1018.7,282.35,40
2018-03-10-11:00:00,4.68,145,1019.6,280.15,41
2018-03-10-12:00:00,5.54,151,1020.6,278.15,43
2018-03-10-13:00:00,4.55,168,1021.5,276.65,42
2018-03-10-14:00:00,3.15,155,1022.1,276.45,45
2018-03-10-15:00:00,4.34,160,1022.8,275.55,52
2018-03-10-16:00:00,2.85,149,1023.2,274.95,54
2018-03-10-17:00:00,2.02,161,1023.2,274.95,53
2018-03-10-18:00:00,0.97,189,1022.8,274.15,54
2018-03-10-19:00:00,0.83,275,1022.4,274.15,52
2018-03-10-20:00:00,0.66,247,1022,272.75,54
2018-03-10-21:00:00,0.64,232,1022.1,272.75,52
2018-03-10-22:00:00,1.21,44,1022.2,273.85,54
2018-03-10-23:00:00,0.58,254,1022.6,272.45,58
2018-03-11-00:00:00,1.96,312,1022.8,274.95,46
2018-03-11-01:00:00,1.62,305,1022.7,276.85,38
2018-03-11-02:00:00,0.86,280,1022.5,278.15,34
2018-03-11-03:00:00,1.49,90,1021.8,277.95,33
2018-03-11-04:00:00,2.92,78,1020.8,278.55,35
2018-03-11-05:00:00,2.27,43,1019.9,279.15,32
2018-03-11-06:00:00,2.05,73,1018.5,279.75,31
2018-03-11-07:00:00,2.32,63,1017.7,280.35,30
2018-03-11-08:00:00,2.62,131,1016.8,280.15,35
2018-03-11-09:00:00,1.41,132,1016.3,280.35,36
2018-03-11-10:00:00,1.83,180,1016.2,280.15,39
2018-03-11-11:00:00,1.75,176,1016.1,279.95,41
2018-03-11-12:00:00,3.21,356,1016.3,279.05,34
2018-03-11-13:00:00,2.17,23,1016.1,279.45,33
2018-03-11-14:00:00,2.32,18,1015.9,279.75,33
2018-03-11-15:00:00,1.68,317,1015.6,278.85,35
2018-03-11-16:00:00,0.52,23,1015,278.85,36
2018-03-11-17:00:00,2.33,154,1014.6,278.45,52
2018-03-11-18:00:00,2.06,149,1014,277.95,67
2018-03-11-19:00:00,1.5,158,1013.2,276.85,71
2018-03-11-20:00:00,1.74,183,1012.4,275.45,78
2018-03-11-21:00:00,1.04,178,1012,275.25,77
2018-03-11-22:00:00,1.68,302,1011.8,275.05,53
2018-03-11-23:00:00,0.87,243,1011.6,275.35,51
2018-03-12-00:00:00,1.82,316,1011.8,276.95,47
2018-03-12-01:00:00,1.03,327,1011.8,279.05,41
2018-03-12-02:00:00,1.3,323,1011.1,281.15,34
2018-03-12-03:00:00,1.11,200,1010.3,281.45,35
2018-03-12-04:00:00,2.07,127,1009.3,282.45,36
2018-03-12-05:00:00,0.75,320,1008.3,283.95,34
2018-03-12-06:00:00,1.99,226,1006.9,284.85,36
2018-03-12-07:00:00,2.85,198,1006.4,285.55,37
2018-03-12-08:00:00,2.62,180,1005.7,285.45,38
2018-03-12-09:00:00,2.61,201,1005.6,285.15,40
2018-03-12-10:00:00,1.95,159,1005.9,284.65,43
2018-03-12-11:00:00,1.47,126,1006.3,284.65,43
2018-03-12-12:00:00,2.08,102,1006.7,283.75,47
2018-03-12-13:00:00,1.94,134,1006.8,282.75,51
2018-03-12-14:00:00,2.3,108,1006.6,282.45,52
2018-03-12-15:00:00,1.54,200,1006.7,281.15,57
2018-03-12-16:00:00,2.03,68,1006.5,280.75,58
2018-03-12-17:00:00,1.93,97,1006.3,280.25,59
2018-03-12-18:00:00,1.65,48,1006.3,280.25,60
2018-03-12-19:00:00,1.25,20,1005.9,277.85,66
2018-03-12-20:00:00,2,340,1005.7,276.75,64
2018-03-12-21:00:00,2.09,351,1005.6,276.05,66
2018-03-12-22:00:00,1.73,326,1005.5,276.45,67
2018-03-12-23:00:00,2.99,349,1005.8,276.25,66
2018-03-13-00:00:00,2.66,351,1006.2,278.35,60
2018-03-13-01:00:00,2.7,339,1006.5,281.15,50
2018-03-13-02:00:00,2.11,336,1006.3,284.25,42
2018-03-13-03:00:00,1.7,314,1006.1,286.25,37
2018-03-13-04:00:00,1.5,286,1005.3,288.35,32
2018-03-13-05:00:00,2.1,105,1004.7,289.05,31
2018-03-13-06:00:00,1.17,246,1003.8,291.05,28
2018-03-13-07:00:00,1.92,223,1003.2,291.65,27
2018-03-13-08:00:00,2.17,212,1003.1,292.15,26
2018-03-13-09:00:00,1.53,201,1003.2,291.75,26
2018-03-13-10:00:00,1.2,104,1003.6,291.45,27
2018-03-13-11:00:00,1.6,73,1004.1,290.85,29
2018-03-13-12:00:00,1.4,107,1004.9,289.75,31
2018-03-13-13:00:00,2.64,85,1005.4,289.25,33
2018-03-13-14:00:00,2.32,71,1005.6,288.25,37
2018-03-13-15:00:00,1.88,105,1005.8,286.25,43
2018-03-13-16:00:00,1.8,123,1006,285.95,44
2018-03-13-17:00:00,0.82,84,1006.5,285.25,47
2018-03-13-18:00:00,3.29,75,1007,284.35,60
2018-03-13-19:00:00,3.33,116,1006.4,283.45,70
2018-03-13-20:00:00,1.97,205,1006,282.75,74
2018-03-13-21:00:00,0.62,271,1006,282.25,76
2018-03-13-22:00:00,1.19,211,1006,281.85,77
2018-03-13-23:00:00,3.29,116,1006.3,283.05,71
2018-03-14-00:00:00,1.49,132,1006.7,282.65,72
2018-03-14-01:00:00,1.55,73,1006.9,283.55,68
2018-03-14-02:00:00,2.38,124,1006.4,284.75,62
2018-03-14-03:00:00,3.01,119,1006.3,286.25,57
2018-03-14-04:00:00,4.58,88,1005.3,286.85,56
2018-03-14-05:00:00,4.09,88,1004.6,287.75,54
2018-03-14-06:00:00,2.56,92,1003.8,287.45,55
2018-03-14-07:00:00,2.96,116,1003.2,287.65,55
2018-03-14-08:00:00,3.21,106,1003.1,287.95,54
2018-03-14-09:00:00,2.07,69,1002.9,288.15,55
2018-03-14-10:00:00,2.63,4,1003.3,288.25,54
2018-03-14-11:00:00,2.27,29,1003.1,288.05,56
2018-03-14-12:00:00,2.73,343,1004.3,286.65,59
2018-03-14-13:00:00,2.34,336,1005.2,286.15,61
2018-03-14-14:00:00,4.41,313,1006.1,287.35,58
2018-03-14-15:00:00,4.06,350,1006.9,285.65,64
2018-03-14-16:00:00,6.12,18,1008.2,287.15,55
2018-03-14-17:00:00,7.6,29,1009.1,287.85,31
2018-03-14-18:00:00,10.37,8,1010.8,286.75,28
2018-03-14-19:00:00,8.21,22,1012.6,285.75,28
2018-03-14-20:00:00,8,28,1014.2,284.45,31
2018-03-14-21:00:00,8.71,33,1015.3,283.55,31
2018-03-14-22:00:00,9.66,24,1017.7,282.65,30
2018-03-14-23:00:00,9.13,29,1019.3,282.05,29
2018-03-15-00:00:00,9.58,29,1021.2,281.05,24
2018-03-15-01:00:00,11.26,15,1022.3,281.25,16
2018-03-15-02:00:00,10.89,17,1023.1,281.85,13
2018-03-15-03:00:00,9.75,19,1023.4,282.25,11
2018-03-15-04:00:00,9.25,19,1023.7,283.05,11
2018-03-15-05:00:00,8.25,32,1023.2,284.15,10
2018-03-15-06:00:00,5.32,25,1023,284.75,10
2018-03-15-07:00:00,6.96,44,1022.6,285.25,9
2018-03-15-08:00:00,7.48,52,1022.4,285.85,8
2018-03-15-09:00:00,6.65,63,1022.7,285.65,9
2018-03-15-10:00:00,5.17,53,1023.3,285.05,9
2018-03-15-11:00:00,4.32,146,1024,282.15,28
2018-03-15-12:00:00,3.74,140,1025.7,281.45,28
2018-03-15-13:00:00,4.36,143,1027.2,280.75,27
2018-03-15-14:00:00,4.08,173,1028.4,278.15,36
2018-03-15-15:00:00,3.66,172,1028.9,276.35,41
2018-03-15-16:00:00,4.12,174,1029.5,275.15,50
2018-03-15-17:00:00,3.62,174,1029.8,274.05,57
2018-03-15-18:00:00,2.63,171,1029.8,273.45,58
2018-03-15-19:00:00,2.42,165,1029.5,273.25,59
2018-03-15-20:00:00,2.26,182,1029.8,273.45,61
2018-03-15-21:00:00,2.8,172,1029.7,273.05,59
2018-03-15-22:00:00,2.1,158,1030,273.45,58
2018-03-15-23:00:00,1.83,173,1030.5,273.65,60
2018-03-16-00:00:00,2.13,168,1030.7,275.55,54
2018-03-16-01:00:00,2.23,190,1031.1,277.15,46
2018-03-16-02:00:00,3.75,210,1031,278.25,40
2018-03-16-03:00:00,3.41,226,1030.2,279.45,35
2018-03-16-04:00:00,1.79,241,1028.8,280.65,33
2018-03-16-05:00:00,4.44,222,1027.3,281.25,31
2018-03-16-06:00:00,3.72,205,1025.8,282.35,29
2018-03-16-07:00:00,4.68,196,1024.7,282.95,28
2018-03-16-08:00:00,4.03,195,1024.2,283.15,26
2018-03-16-09:00:00,5.31,178,1023.8,282.35,27
2018-03-16-10:00:00,4.27,199,1023.5,281.25,30
2018-03-16-11:00:00,4.94,197,1023.7,280.45,31
2018-03-16-12:00:00,3.13,176,1024.2,278.45,36
2018-03-16-13:00:00,2.85,166,1024.3,278.85,37
2018-03-16-14:00:00,5.97,159,1024.6,277.95,40
2018-03-16-15:00:00,4.57,166,1024.5,276.75,41
2018-03-16-16:00:00,2.53,154,1024.3,276.05,41
2018-03-16-17:00:00,3.54,151,1023.6,276.15,39
2018-03-16-18:00:00,3.06,108,1023.5,276.05,43
2018-03-16-19:00:00,2.86,101,1022.5,275.35,44
2018-03-16-20:00:00,1.7,90,1022,275.25,46
2018-03-16-21:00:00,2.11,102,1021.9,275.15,47
2018-03-16-22:00:00,1.98,147,1021.8,275.55,43
2018-03-16-23:00:00,1.53,149,1021.9,275.85,41
2018-03-17-00:00:00,2.07,133,1022.4,275.75,41
2018-03-17-01:00:00,1.36,182,1023.2,275.15,55
2018-03-17-02:00:00,3.43,24,1023.5,274.75,71
2018-03-17-03:00:00,3.45,48,1023,273.25,94
2018-03-17-04:00:00,3.14,67,1022.4,273.85,95
2018-03-17-05:00:00,2.58,78,1021.7,273.15,97
2018-03-17-06:00:00,2.28,77,1021.1,273.95,95
2018-03-17-07:00:00,1.71,124,1020.8,274.55,88
2018-03-17-08:00:00,-9999,-9999,1020.5,274.35,88
2018-03-17-09:00:00,1.75,188,1020.3,274.25,90
2018-03-17-10:00:00,2,118,1020.5,274.65,89
2018-03-17-11:00:00,1.6,156,1020.6,274.75,89
2018-03-17-12:00:00,2.18,174,1021,274.25,93
2018-03-17-13:00:00,2.09,181,1021.4,274.45,95
2018-03-17-14:00:00,1.36,169,1021.3,274.65,95
2018-03-17-15:00:00,1.69,91,1021.1,275.05,91
2018-03-17-16:00:00,1.41,93,1021,274.95,91
2018-03-17-17:00:00,1.55,135,1020.7,275.05,91
2018-03-17-18:00:00,0.9,37,1020.7,275.15,87
2018-03-17-19:00:00,1.13,14,1020,274.95,90
2018-03-17-20:00:00,1.72,325,1019.6,274.65,89
2018-03-17-21:00:00,1.69,302,1019.8,274.45,87
2018-03-17-22:00:00,2.79,3,1020.2,273.25,93
2018-03-17-23:00:00,2.8,5,1020,274.15,90
2018-03-18-00:00:00,1.7,277,1020.3,275.15,83
2018-03-18-01:00:00,3,311,1020.8,276.85,77
2018-03-18-02:00:00,3.1,12,1020.9,278.35,67
2018-03-18-03:00:00,1.8,47,1020.7,279.85,61
2018-03-18-04:00:00,2.09,43,1020.1,281.55,55
2018-03-18-05:00:00,0.86,228,1019,283.35,47
2018-03-18-06:00:00,2.04,140,1017.8,283.75,44
2018-03-18-07:00:00,2.02,204,1017.1,284.65,43
2018-03-18-08:00:00,2.63,186,1016.8,285.15,42
2018-03-18-09:00:00,2.65,154,1016.7,285.15,42
2018-03-18-10:00:00,2.65,158,1017.4,283.85,46
2018-03-18-11:00:00,2.9,141,1018.2,282.55,51
2018-03-18-12:00:00,2.64,183,1018.8,280.15,61
2018-03-18-13:00:00,2.89,148,1019.3,280.95,65
2018-03-18-14:00:00,2.46,159,1019.7,279.45,74
2018-03-18-15:00:00,2.73,176,1019.9,278.65,76
2018-03-18-16:00:00,1,69,1019.8,279.55,72
2018-03-18-17:00:00,1.88,78,1019.9,278.35,78
2018-03-18-18:00:00,1.1,346,1019.7,277.95,78
2018-03-18-19:00:00,3.61,350,1019.5,276.75,80
2018-03-18-20:00:00,3.34,303,1019.4,277.75,75
2018-03-18-21:00:00,2.28,22,1019.9,277.25,73
2018-03-18-22:00:00,4,351,1020.5,277.05,73
2018-03-18-23:00:00,1.62,350,1021.4,277.75,70
2018-03-19-00:00:00,1.72,288,1022.5,279.65,63
2018-03-19-01:00:00,2.16,340,1023.1,282.25,49
2018-03-19-02:00:00,2.81,43,1023.1,283.75,41
2018-03-19-03:00:00,4.31,66,1023.1,285.75,27
2018-03-19-04:00:00,3,98,1022.9,286.65,28
2018-03-19-05:00:00,3.69,134,1022.1,287.55,27
2018-03-19-06:00:00,2.65,128,1021.2,288.15,26
2018-03-19-07:00:00,3,84,1020.5,288.35,26
2018-03-19-08:00:00,2.98,163,1020.4,288.15,24
2018-03-19-09:00:00,2.65,162,1020.4,288.05,24
2018-03-19-10:00:00,4.73,151,1021.2,286.55,24
2018-03-19-11:00:00,4.27,130,1022,285.25,23
2018-03-19-12:00:00,3.14,134,1022.7,284.45,24
2018-03-19-13:00:00,2.75,130,1023.5,284.35,24
2018-03-19-14:00:00,4.16,111,1024.2,283.65,22
2018-03-19-15:00:00,5.02,123,1024.9,282.45,20
2018-03-19-16:00:00,3.05,153,1025.5,281.35,24
2018-03-19-17:00:00,2.41,175,1026.1,280.05,34
2018-03-19-18:00:00,1.36,182,1026.3,279.65,35
2018-03-19-19:00:00,2.31,355,1026.1,279.35,36
2018-03-19-20:00:00,5.28,67,1025.7,279.75,18
2018-03-19-21:00:00,6.32,32,1025.8,279.35,16
2018-03-19-22:00:00,6.32,30,1026.3,278.85,15
2018-03-19-23:00:00,4.97,39,1027.1,279.35,14
2018-03-20-00:00:00,6.05,33,1027.5,279.65,13
2018-03-20-01:00:00,6.17,33,1028,280.75,11
2018-03-20-02:00:00,3.87,71,1027.8,281.95,11
2018-03-20-03:00:00,2.07,85,1027.2,283.05,11
2018-03-20-04:00:00,1.46,316,1026.3,283.75,11
2018-03-20-05:00:00,1.37,189,1025.2,284.05,11
2018-03-20-06:00:00,2.22,91,1024.2,284.35,11
2018-03-20-07:00:00,2.77,196,1023.4,284.25,12
2018-03-20-08:00:00,2.16,165,1023,284.55,12
2018-03-20-09:00:00,2.24,173,1022.7,284.05,13
2018-03-20-10:00:00,3.77,168,1022.8,282.85,16
2018-03-20-11:00:00,3.2,172,1023.2,281.55,20
2018-03-20-12:00:00,2.35,158,1023.4,281.05,21
