DateTime,V,VX,VY,DIR,TP,RH,SLP
2018-10-11-08:00:00,1.64063,0.65199,1.20955,208.32626,288.06201,35.28845,1025.24951
2018-10-11-09:00:00,1.45052,0.03551,1.45009,181.40268,287.30991,39.91555,1024.83557
2018-10-11-10:00:00,2.12611,0.49783,2.0244,193.81567,286.28546,38.87048,1025.19409
2018-10-11-11:00:00,2.8017,0.96015,2.59872,200.27777,285.26105,37.82542,1025.55273
2018-10-11-12:00:00,3.47729,1.42247,3.17303,204.14668,284.2366,36.78035,1025.91125
2018-10-11-13:00:00,3.13981,1.76044,1.99084,221.48534,282.88657,43.52389,1026.0188
2018-10-11-14:00:00,2.80233,2.09841,0.80865,248.92511,281.5365,50.26743,1026.12622
2018-10-11-15:00:00,2.46485,2.43639,-0.37354,278.71646,280.18646,57.01097,1026.23376
2018-10-11-16:00:00,2.15507,1.63959,-0.76063,294.88715,279.77399,59.03886,1026.47607
2018-10-11-17:00:00,1.84528,0.8428,-1.14772,323.70917,279.36151,61.06676,1026.71826
2018-10-11-18:00:00,1.53549,0.04601,-1.53481,358.28311,278.94904,63.09465,1026.96057
2018-10-11-19:00:00,1.59184,0.18331,-1.5705,353.34256,278.60678,64.84521,1026.82544
2018-10-11-20:00:00,1.64819,0.32061,-1.60619,348.71152,278.26456,66.59577,1026.69019
2018-10-11-21:00:00,1.70454,0.45792,-1.64188,344.41632,277.9223,68.34634,1026.55505
2018-10-11-22:00:00,1.42826,0.51976,-1.29259,338.09476,279.08188,65.19848,1026.84924
2018-10-11-23:00:00,1.15198,0.58159,-0.9433,328.34396,280.24149,62.05062,1027.14331
2018-10-12-00:00:00,1.21278,0.18497,-1.19859,351.22736,281.19202,58.7136,1027.31189
2018-10-12-01:00:00,1.15006,-0.16376,-0.98411,9.44785,283.45184,51.44978,1027.05542
2018-10-12-02:00:00,1.08735,-0.51249,-0.76962,33.65981,285.71167,44.18595,1026.79895
2018-10-12-03:00:00,1.02463,-0.86122,-0.55513,57.19478,287.9715,36.92212,1026.54248
2018-10-12-04:00:00,1.326,-0.44619,0.25996,120.22653,288.99576,34.79924,1025.72937
2018-10-12-05:00:00,1.62737,-0.03115,1.07506,178.34013,290.01999,32.67636,1024.91626
2018-10-12-06:00:00,1.92874,0.38388,1.89015,191.48035,291.04425,30.55348,1024.10315
2018-10-12-07:00:00,2.00614,0.32262,1.97732,189.26665,290.22617,38.45481,1023.81232
2018-10-12-08:00:00,2.08354,0.26135,2.06449,187.21494,289.40808,46.35614,1023.52148
2018-10-12-09:00:00,2.16094,0.20009,2.15166,185.31282,288.59,54.25747,1023.23065
2018-10-12-10:00:00,2.42399,0.10662,2.41743,182.52533,286.98248,54.16645,1023.64813
2018-10-12-11:00:00,2.68704,0.01315,2.68321,180.28075,285.37497,54.07544,1024.06567
2018-10-12-12:00:00,2.95008,-0.08032,2.94899,178.4398,283.76746,53.98443,1024.48315
2018-10-12-13:00:00,2.61155,-0.6571,2.19298,163.3197,283.15155,55.47373,1024.64941
2018-10-12-14:00:00,2.27302,-1.23389,1.43698,139.34833,282.53564,56.96303,1024.81567
2018-10-12-15:00:00,1.93449,-1.81067,0.68097,110.61063,281.91974,58.45233,1024.98193
2018-10-12-16:00:00,1.83833,-1.61355,0.0854,93.02959,281.03796,62.63438,1024.88818
2018-10-12-17:00:00,1.74218,-1.41643,-0.51017,70.19192,280.15616,66.81642,1024.79443
2018-10-12-18:00:00,1.64602,-1.21931,-1.10574,47.79646,279.27438,70.99847,1024.70068
2018-10-12-19:00:00,1.64514,-1.1464,-1.17171,44.37445,279.26855,71.58461,1024.54114
2018-10-12-20:00:00,1.64425,-1.07349,-1.23768,40.93642,279.26273,72.17075,1024.38147
2018-10-12-21:00:00,1.64337,-1.00058,-1.30365,37.507,279.2569,72.75689,1024.22192
2018-10-12-22:00:00,1.54444,-0.61755,-1.31522,25.15207,280.34317,69.59908,1024.51477
2018-10-12-23:00:00,1.44551,-0.23453,-1.32679,10.02419,281.42941,66.44125,1024.80774
2018-10-13-00:00:00,1.53621,0.53932,-1.43843,339.44711,282.54004,61.50007,1024.52502
2018-10-13-01:00:00,1.36585,0.05728,-1.11832,357.06812,284.78683,54.81982,1024.23999
2018-10-13-02:00:00,1.19549,-0.42477,-0.79821,28.01967,287.0336,48.13956,1023.95502
2018-10-13-03:00:00,1.02513,-0.90681,-0.4781,62.20026,289.2804,41.45931,1023.66998
2018-10-13-04:00:00,1.22505,-0.59946,0.22287,110.39409,290.24649,40.09556,1022.8302
2018-10-13-05:00:00,1.42496,-0.2921,0.92384,162.45404,291.21255,38.73182,1021.99042
2018-10-13-06:00:00,1.62488,0.01526,1.6248,180.53806,292.17865,37.36807,1021.15063
2018-10-13-07:00:00,1.63712,-0.02973,1.63563,178.95853,291.39304,44.18279,1020.81519
2018-10-13-08:00:00,1.64936,-0.07473,1.64646,177.40132,290.60739,50.99751,1020.4798
2018-10-13-09:00:00,1.66161,-0.11972,1.65729,175.86819,289.82178,57.81223,1020.14435
2018-10-13-10:00:00,2.02275,0.02123,2.01428,180.60387,288.26804,59.37718,1020.39166
2018-10-13-11:00:00,2.3839,0.16218,2.37127,183.9126,286.71426,60.94214,1020.63892
2018-10-13-12:00:00,2.74504,0.30313,2.72826,186.34001,285.16052,62.5071,1020.88623
2018-10-13-13:00:00,2.12464,0.10772,1.53975,184.00174,284.39432,65.79057,1020.97144
2018-10-13-14:00:00,1.50423,-0.0877,0.35125,165.98152,283.62808,69.07404,1021.05664
2018-10-13-15:00:00,0.88382,-0.28311,-0.83725,18.68266,282.86188,72.35751,1021.14185
2018-10-13-16:00:00,1.05884,-0.2971,-1.01512,16.31366,282.10992,76.83001,1021.10938
2018-10-13-17:00:00,1.23385,-0.3111,-1.19298,14.61559,281.35794,81.30251,1021.07684
2018-10-13-18:00:00,1.40887,-0.32509,-1.37085,13.34088,280.60599,85.775,1021.04437
2018-10-13-19:00:00,1.69896,-0.16576,-1.6719,5.66209,280.42587,85.47929,1020.96521
2018-10-13-20:00:00,1.98905,-0.00643,-1.97295,0.18683,280.24573,85.18359,1020.88605
2018-10-13-21:00:00,2.27914,0.15289,-2.274,356.1535,280.06561,84.88789,1020.80688
2018-10-13-22:00:00,2.18708,0.02785,-2.17953,359.26788,281.44901,79.333,1021.33502
2018-10-13-23:00:00,2.09502,-0.09719,-2.08507,2.66869,282.83237,73.77811,1021.8631
2018-10-14-00:00:00,1.42488,0.23944,-1.40462,350.32599,283.8761,69.25131,1021.97687
2018-10-14-01:00:00,1.43956,-0.23529,-1.22587,10.86504,286.26721,61.50642,1021.94751
2018-10-14-02:00:00,1.45424,-0.71002,-1.04713,34.13977,288.65829,53.76152,1021.91809
2018-10-14-03:00:00,1.46893,-1.18476,-0.86839,53.75968,291.04941,46.01662,1021.88873
2018-10-14-04:00:00,1.29672,-0.95793,-0.30964,72.08691,291.97159,44.01846,1021.35852
2018-10-14-05:00:00,1.12452,-0.73109,0.2491,108.81541,292.89374,42.0203,1020.82831
2018-10-14-06:00:00,0.95232,-0.50426,0.80785,148.02739,293.81592,40.02213,1020.2981
2018-10-14-07:00:00,1.1744,-0.20436,1.06174,169.10533,292.91064,44.47136,1020.31458
2018-10-14-08:00:00,1.39648,0.09555,1.31562,184.15411,292.00537,48.92059,1020.33099
2018-10-14-09:00:00,1.61856,0.39546,1.5695,194.14227,291.1001,53.36982,1020.34747
2018-10-14-10:00:00,1.91804,0.75181,1.72869,203.5043,290.26178,53.84139,1020.72626
2018-10-14-11:00:00,2.21752,1.10816,1.88788,210.41231,289.42346,54.31297,1021.10498
2018-10-14-12:00:00,2.517,1.46451,2.04707,215.58054,288.58514,54.78454,1021.48376
2018-10-14-13:00:00,1.79079,0.89069,1.29133,214.59579,287.81357,58.75685,1021.78064
2018-10-14-14:00:00,1.06458,0.31687,0.53558,210.60982,287.04196,62.72916,1022.07751
2018-10-14-15:00:00,0.33837,-0.25695,-0.22016,49.40965,286.27039,66.70146,1022.37439
2018-10-14-16:00:00,0.73027,-0.44935,-0.56796,38.34961,285.65952,69.68909,1022.49353
2018-10-14-17:00:00,1.12216,-0.64174,-0.91576,35.02179,285.04861,72.67673,1022.61273
2018-10-14-18:00:00,1.51406,-0.83414,-1.26356,33.43069,284.43774,75.66437,1022.73187
2018-10-14-19:00:00,1.60085,-0.719,-1.41098,27.00226,283.84036,78.23383,1022.67749
2018-10-14-20:00:00,1.68764,-0.60386,-1.55839,21.1808,283.24295,80.80329,1022.62311
2018-10-14-21:00:00,1.77444,-0.48872,-1.70581,15.98723,282.64557,83.37276,1022.56873
2018-10-14-22:00:00,1.57027,-0.674,-1.30684,27.2823,283.28976,81.45455,1023.02997
2018-10-14-23:00:00,1.3661,-0.85928,-0.90787,43.42488,283.93393,79.53635,1023.49127
2018-10-15-00:00:00,2.18511,-0.98338,-1.95132,26.74614,284.75739,78.73518,1022.5675
2018-10-15-01:00:00,2.37341,-0.61451,-2.21663,15.49486,285.30377,77.52081,1022.6554
2018-10-15-02:00:00,2.56171,-0.24564,-2.48194,5.65222,285.85013,76.30644,1022.74335
2018-10-15-03:00:00,2.75,0.12323,-2.74724,357.4317,286.39651,75.09207,1022.83124
2018-10-15-04:00:00,2.77204,-0.22581,-2.71825,4.74872,287.25525,70.80979,1022.24249
2018-10-15-05:00:00,2.79408,-0.57485,-2.68925,12.06578,288.11395,66.52751,1021.65375
2018-10-15-06:00:00,2.81612,-0.92389,-2.66026,19.15169,288.97269,62.24523,1021.065
2018-10-15-07:00:00,2.69446,-0.85613,-2.55445,18.52864,288.01038,71.40252,1021.0152
2018-10-15-08:00:00,2.5728,-0.78837,-2.44863,17.84657,287.04807,80.5598,1020.96545
2018-10-15-09:00:00,2.45114,-0.72061,-2.34282,17.09688,286.08575,89.71709,1020.91565
2018-10-15-10:00:00,2.46338,-0.51766,-2.39033,12.21942,285.97388,88.97576,1021.01837
2018-10-15-11:00:00,2.47561,-0.3147,-2.43783,7.35571,285.862,88.23443,1021.12103
2018-10-15-12:00:00,2.48785,-0.11175,-2.48534,2.57452,285.75012,87.4931,1021.22375
2018-10-15-13:00:00,2.05547,-0.2154,-2.02794,6.06303,285.45975,88.77059,1021.4881
2018-10-15-14:00:00,1.62309,-0.31905,-1.57055,11.48315,285.16934,90.04809,1021.7525
2018-10-15-15:00:00,1.19072,-0.4227,-1.11316,20.7933,284.87897,91.32558,1022.01685
2018-10-15-16:00:00,1.39765,-0.46488,-1.31752,19.43501,284.76108,91.53904,1021.98041
2018-10-15-17:00:00,1.60458,-0.50705,-1.52188,18.42682,284.64316,91.7525,1021.94391
2018-10-15-18:00:00,1.81151,-0.54923,-1.72624,17.64926,284.52527,91.96597,1021.90747
2018-10-15-19:00:00,1.77974,-0.51547,-1.70306,16.83963,284.52481,91.93202,1021.90167
2018-10-15-20:00:00,1.74797,-0.48171,-1.67988,16.00037,284.52435,91.89808,1021.89581
2018-10-15-21:00:00,1.7162,-0.44795,-1.6567,15.13022,284.5239,91.86414,1021.89001
2018-10-15-22:00:00,1.93281,-0.47682,-1.87276,14.28441,284.51743,90.1139,1022.36688
2018-10-15-23:00:00,2.14943,-0.50569,-2.08882,13.60899,284.51096,88.36366,1022.84375
2018-10-16-00:00:00,2.46053,1.25692,-2.11526,329.28055,284.1311,80.07479,1022.70123
2018-10-16-01:00:00,2.67292,0.44713,-2.36593,349.29797,285.57944,66.09852,1022.9021
2018-10-16-02:00:00,2.88532,-0.36265,-2.6166,7.89072,287.0278,52.12225,1023.10291
2018-10-16-03:00:00,3.09772,-1.17244,-2.86728,22.23984,288.47614,38.14597,1023.30377
2018-10-16-04:00:00,2.65284,-1.24331,-2.27516,28.65526,289.33481,35.54028,1022.61646
2018-10-16-05:00:00,2.20796,-1.31417,-1.68304,37.98378,290.19351,32.93458,1021.9292
2018-10-16-06:00:00,1.76308,-1.38504,-1.09093,51.77417,291.05219,30.32888,1021.24188
2018-10-16-07:00:00,1.7149,-0.95445,-0.18867,78.81845,290.02859,36.64372,1021.05853
2018-10-16-08:00:00,1.66672,-0.52386,0.7136,143.71736,289.00497,42.95856,1020.87524
2018-10-16-09:00:00,1.61855,-0.09326,1.61586,176.69666,287.98138,49.2734,1020.69189
2018-10-16-10:00:00,2.02939,0.25032,1.97475,187.2243,286.25797,54.56826,1021.14478
2018-10-16-11:00:00,2.44023,0.5939,2.33364,194.27849,284.53452,59.86312,1021.59772
2018-10-16-12:00:00,2.85108,0.93749,2.69254,199.19714,282.8111,65.15798,1022.0506
2018-10-16-13:00:00,2.42264,0.28353,2.18975,187.37775,282.46286,67.35262,1022.61792
2018-10-16-14:00:00,1.99421,-0.37042,1.68697,167.61568,282.11459,69.54724,1023.18518
2018-10-16-15:00:00,1.56577,-1.02438,1.18419,139.13873,281.76636,71.74187,1023.7525
2018-10-16-16:00:00,1.49265,-0.94479,0.42498,114.21867,280.71069,78.62775,1023.95355
2018-10-16-17:00:00,1.41953,-0.8652,-0.33424,68.87791,279.65506,85.51363,1024.15454
2018-10-16-18:00:00,1.34641,-0.78562,-1.09345,35.69632,278.5994,92.3995,1024.35559
2018-10-16-19:00:00,1.64204,-0.6262,-1.46632,23.12505,278.30365,89.0364,1024.43372
2018-10-16-20:00:00,1.93767,-0.46677,-1.83918,14.24065,278.0079,85.67331,1024.51184
2018-10-16-21:00:00,2.2333,-0.30735,-2.21205,7.91028,277.71216,82.31021,1024.58997
2018-10-16-22:00:00,1.90378,-0.06706,-1.86605,2.05824,278.36343,75.72399,1025.08899
2018-10-16-23:00:00,1.57427,0.17322,-1.52006,353.49869,279.01474,69.13777,1025.58789
2018-10-17-00:00:00,1.53134,0.47148,-1.45695,342.06805,279.60815,59.79828,1025.32434
2018-10-17-01:00:00,2.16578,-0.28204,-1.9486,8.23587,282.15305,49.09361,1025.20557
2018-10-17-02:00:00,2.80021,-1.03557,-2.44024,22.99495,284.69794,38.38894,1025.08691
2018-10-17-03:00:00,3.43465,-1.78909,-2.93188,31.39233,287.24283,27.68427,1024.96814
2018-10-17-04:00:00,2.98666,-1.62341,-2.50248,32.97227,287.86035,25.87097,1024.37561
2018-10-17-05:00:00,2.53868,-1.45772,-2.07307,35.11377,288.47784,24.05767,1023.78314
2018-10-17-06:00:00,2.09069,-1.29204,-1.64366,38.16991,289.09537,22.24438,1023.19061
2018-10-17-07:00:00,2.07109,-1.19391,-0.50574,67.04244,287.90451,30.79296,1023.09436
2018-10-17-08:00:00,2.05149,-1.09579,0.63218,119.98125,286.71368,39.34155,1022.99811
2018-10-17-09:00:00,2.03189,-0.99767,1.7701,150.59341,285.52283,47.89014,1022.90186
2018-10-17-10:00:00,1.99285,-0.11096,0.86338,172.67686,283.92487,49.36097,1023.33374
2018-10-17-11:00:00,1.95381,0.77575,-0.04333,273.19696,282.3269,50.8318,1023.76562
2018-10-17-12:00:00,1.91477,1.66246,-0.95004,299.74658,280.72894,52.30263,1024.19751
2018-10-17-13:00:00,1.6269,1.20765,-0.96937,308.7536,279.87811,57.82473,1024.62585
2018-10-17-14:00:00,1.33902,0.75284,-0.98869,322.71255,279.02728,63.34684,1025.0542
2018-10-17-15:00:00,1.05114,0.29802,-1.00801,343.52942,278.17645,68.86895,1025.48254
2018-10-17-16:00:00,1.28832,0.04173,-1.23822,358.06976,277.79593,70.8811,1025.86145
2018-10-17-17:00:00,1.5255,-0.21456,-1.46842,8.3131,277.41537,72.89323,1026.24048
2018-10-17-18:00:00,1.76268,-0.47086,-1.69862,15.49326,277.03485,74.90538,1026.61938
2018-10-17-19:00:00,1.89249,-0.36863,-1.8477,11.28288,276.84854,73.41974,1026.8584
2018-10-17-20:00:00,2.02231,-0.26641,-1.99678,7.59956,276.6622,71.9341,1027.09729
2018-10-17-21:00:00,2.15213,-0.16419,-2.14586,4.37546,276.47589,70.44846,1027.3363
2018-10-17-22:00:00,2.0977,-0.34781,-2.04919,9.63293,277.64487,65.67113,1027.91248
2018-10-17-23:00:00,2.04327,-0.53142,-1.95252,15.22549,278.81381,60.89381,1028.48877
2018-10-18-00:00:00,1.82761,-0.11147,-1.8242,3.49684,280.12418,55.05166,1028.60059
2018-10-18-01:00:00,1.51433,-0.34297,-1.34023,14.35413,282.43805,46.74415,1028.64856
2018-10-18-02:00:00,1.20106,-0.57447,-0.85626,33.8578,284.75195,38.43664,1028.69641
2018-10-18-03:00:00,0.88779,-0.80596,-0.37228,65.20722,287.06583,30.12913,1028.74438
2018-10-18-04:00:00,1.06394,-0.39835,0.20298,117.00101,287.867,28.9796,1028.06152
2018-10-18-05:00:00,1.2401,0.00926,0.77824,180.68176,288.66818,27.83007,1027.37854
2018-10-18-06:00:00,1.41625,0.41687,1.35351,197.11858,289.46936,26.68054,1026.69568
2018-10-18-07:00:00,1.37521,-0.0413,1.192,178.01581,288.74649,31.71844,1026.60486
2018-10-18-08:00:00,1.33417,-0.49946,1.03049,154.14108,288.02359,36.75634,1026.51392
2018-10-18-09:00:00,1.29313,-0.95763,0.86898,132.2213,287.30072,41.79425,1026.4231
2018-10-18-10:00:00,0.92404,-0.57944,0.56035,134.04065,286.65042,41.50345,1026.80627
2018-10-18-11:00:00,0.55496,-0.20124,0.25173,141.35928,286.00015,41.21266,1027.18933
2018-10-18-12:00:00,0.18587,0.17695,-0.0569,287.82513,285.34985,40.92187,1027.57251
2018-10-18-13:00:00,0.45617,-0.07562,-0.30796,13.79677,283.87387,46.02796,1027.8302
2018-10-18-14:00:00,0.72647,-0.3282,-0.55903,30.41682,282.39786,51.13406,1028.08789
2018-10-18-15:00:00,0.99677,-0.58077,-0.81009,35.63771,280.92188,56.24015,1028.34558
2018-10-18-16:00:00,1.34513,-0.70901,-1.13979,31.88374,279.5007,63.85075,1028.62585
2018-10-18-17:00:00,1.69349,-0.83724,-1.46948,29.67232,278.0795,71.46134,1028.90601
2018-10-18-18:00:00,2.04186,-0.96547,-1.79918,28.21875,276.65833,79.07194,1029.18628
2018-10-18-19:00:00,2.11791,-0.7955,-1.94073,22.28853,276.5372,78.73682,1029.08606
2018-10-18-20:00:00,2.19396,-0.62553,-2.08228,16.72046,276.41605,78.40171,1028.98584
2018-10-18-21:00:00,2.27001,-0.45555,-2.22383,11.5769,276.29492,78.0666,1028.88562
2018-10-18-22:00:00,2.08521,-0.1006,-2.01714,2.85506,277.7233,73.09393,1029.3833
2018-10-18-23:00:00,1.90041,0.25436,-1.81045,352.00269,279.1517,68.12128,1029.8811
2018-10-19-00:00:00,1.98647,0.96488,-1.73639,330.94006,281.30048,59.73132,1029.72192
2018-10-19-01:00:00,1.52584,0.65565,-1.35874,334.24078,283.63525,52.18131,1029.51709
2018-10-19-02:00:00,1.06521,0.34643,-0.98109,340.55185,285.97003,44.6313,1029.31238
2018-10-19-03:00:00,0.60459,0.0372,-0.60344,356.47241,288.30481,37.08129,1029.10754
2018-10-19-04:00:00,0.78881,0.0624,-0.01838,286.41534,289.1189,35.35821,1028.27026
2018-10-19-05:00:00,0.97302,0.08761,0.56667,188.78839,289.93298,33.63513,1027.43286
2018-10-19-06:00:00,1.15724,0.11281,1.15173,185.59428,290.74707,31.91205,1026.59558
2018-10-19-07:00:00,1.41836,-0.34538,1.25929,164.66306,289.46585,38.96017,1026.49292
2018-10-19-08:00:00,1.67948,-0.80356,1.36685,149.54897,288.1846,46.00829,1026.39014
2018-10-19-09:00:00,1.9406,-1.26175,1.47441,139.4442,286.90338,53.0564,1026.28748
2018-10-19-10:00:00,2.18708,-0.75237,1.87186,158.1031,285.45953,54.45468,1026.65747
2018-10-19-11:00:00,2.43356,-0.24298,2.26932,173.88847,284.01572,55.85295,1027.02747
2018-10-19-12:00:00,2.68004,0.2664,2.66677,185.70477,282.57187,57.25123,1027.39746
2018-10-19-13:00:00,1.90806,0.08286,1.70201,182.78711,282.49728,56.36673,1027.52246
2018-10-19-14:00:00,1.13607,-0.10069,0.73724,172.22316,282.42267,55.48223,1027.64746
2018-10-19-15:00:00,0.36408,-0.28423,-0.22752,51.32381,282.34808,54.59774,1027.77246
2018-10-19-16:00:00,0.70896,-0.60586,-0.36148,59.17803,280.62183,63.42115,1027.80432
2018-10-19-17:00:00,1.05383,-0.92748,-0.49544,61.88999,278.89557,72.24458,1027.8363
2018-10-19-18:00:00,1.39871,-1.2491,-0.62939,63.2575,277.16931,81.06799,1027.86816
2018-10-19-19:00:00,1.57192,-1.14643,-0.97681,49.56758,276.72458,82.86267,1027.67419
2018-10-19-20:00:00,1.74513,-1.04376,-1.32423,38.24541,276.27982,84.65735,1027.48022
2018-10-19-21:00:00,1.91834,-0.94109,-1.67164,29.37848,275.83508,86.45203,1027.28625
2018-10-19-22:00:00,1.68896,-0.65836,-1.52332,23.37334,277.16861,80.8114,1027.59338
2018-10-19-23:00:00,1.45958,-0.37562,-1.375,15.27928,278.50217,75.17078,1027.90039
2018-10-20-00:00:00,1.23407,0.07662,-1.23169,356.44055,280.34485,67.6624,1027.82568
2018-10-20-01:00:00,1.06379,-0.1402,-0.6744,11.74406,282.577,59.99385,1027.49902
2018-10-20-02:00:00,0.8935,-0.35702,-0.11712,71.83846,284.80911,52.32531,1027.17224
2018-10-20-03:00:00,0.72322,-0.57384,0.44017,127.49009,287.04126,44.65676,1026.84558
2018-10-20-04:00:00,1.22159,-0.33479,1.03134,162.01561,288.16501,40.87758,1025.98975
2018-10-20-05:00:00,1.71995,-0.09574,1.62251,176.62302,289.28873,37.0984,1025.13391
2018-10-20-06:00:00,2.21832,0.14331,2.21369,183.70407,290.41248,33.31922,1024.27808
2018-10-20-07:00:00,2.09723,-0.00178,2.08644,179.95119,289.33469,37.28044,1024.05933
2018-10-20-08:00:00,1.97614,-0.14687,1.95918,175.71297,288.25687,41.24166,1023.84064
2018-10-20-09:00:00,1.85505,-0.29195,1.83193,170.94496,287.17908,45.20289,1023.62189
2018-10-20-10:00:00,1.92163,-0.33434,1.89181,169.97757,286.30118,48.00381,1023.73877
2018-10-20-11:00:00,1.9882,-0.37673,1.9517,169.07477,285.42328,50.80472,1023.85559
2018-10-20-12:00:00,2.05478,-0.41912,2.01158,168.23068,284.54538,53.60564,1023.97247
2018-10-20-13:00:00,1.88901,-0.64626,1.7084,159.27924,284.13763,54.96601,1024.04211
2018-10-20-14:00:00,1.72324,-0.8734,1.40522,148.13745,283.72989,56.32638,1024.11169
2018-10-20-15:00:00,1.55747,-1.10054,1.10205,135.03912,283.32214,57.68674,1024.18127
2018-10-20-16:00:00,1.51963,-1.17823,0.55015,115.02938,281.88937,65.90624,1024.11279
2018-10-20-17:00:00,1.48179,-1.25592,-0.00174,89.92066,280.45657,74.12574,1024.04419
2018-10-20-18:00:00,1.44396,-1.33361,-0.55363,67.45476,279.0238,82.34524,1023.97565
2018-10-20-19:00:00,1.42401,-1.07663,-0.79062,53.70856,278.73096,85.14079,1023.68335
2018-10-20-20:00:00,1.40407,-0.81966,-1.0276,38.57729,278.43814,87.93634,1023.39105
2018-10-20-21:00:00,1.38412,-0.56268,-1.26459,23.98686,278.14529,90.73189,1023.09875
2018-10-20-22:00:00,1.37711,-0.43299,-1.29372,18.50485,279.20908,85.52756,1023.39813
2018-10-20-23:00:00,1.37009,-0.3033,-1.32285,12.91365,280.27289,80.32323,1023.69751
2018-10-21-00:00:00,0.64604,-0.07727,-0.6414,6.86951,282.09094,70.81305,1023.58063
2018-10-21-01:00:00,0.77763,-0.25596,-0.70789,19.8791,283.20593,67.37894,1023.42499
2018-10-21-02:00:00,0.90922,-0.43465,-0.77439,29.30481,284.32092,63.94482,1023.26941
2018-10-21-03:00:00,1.04081,-0.61334,-0.84089,36.10706,285.43591,60.51071,1023.11377
2018-10-21-04:00:00,1.12989,-0.76548,-0.30967,67.97453,286.58383,54.8862,1022.1377
2018-10-21-05:00:00,1.21898,-0.91763,0.22154,103.57317,287.73178,49.2617,1021.16168
2018-10-21-06:00:00,1.30807,-1.06977,0.75276,125.13264,288.8797,43.6372,1020.18561
2018-10-21-07:00:00,1.34953,-1.05689,0.83329,128.25346,288.24701,48.50605,1019.88226
2018-10-21-08:00:00,1.391,-1.04401,0.91382,131.19556,287.61432,53.37491,1019.57898
2018-10-21-09:00:00,1.43246,-1.03113,0.99435,133.95969,286.98163,58.24376,1019.27563
2018-10-21-10:00:00,1.57646,-1.30144,0.56684,113.53555,285.29681,63.82634,1019.39252
2018-10-21-11:00:00,1.72046,-1.57174,0.13933,95.06595,283.61197,69.40893,1019.50934
2018-10-21-12:00:00,1.86445,-1.84205,-0.28817,81.10856,281.92715,74.99151,1019.62622
2018-10-21-13:00:00,1.72691,-1.53547,-0.56585,69.7702,281.19556,79.02197,1019.38354
2018-10-21-14:00:00,1.58936,-1.22889,-0.84353,55.5339,280.46396,83.05243,1019.14081
2018-10-21-15:00:00,1.45181,-0.92232,-1.1212,39.44124,279.73236,87.08289,1018.89813
2018-10-21-16:00:00,1.71303,-1.06398,-1.34208,38.40688,279.30429,88.4345,1018.59857
2018-10-21-17:00:00,1.97425,-1.20565,-1.56296,37.64615,278.87625,89.78611,1018.29895
2018-10-21-18:00:00,2.23547,-1.34731,-1.78384,37.06331,278.44818,91.13773,1017.99939
2018-10-21-19:00:00,2.01289,-0.9133,-1.71159,28.08421,278.37314,90.23019,1017.82733
2018-10-21-20:00:00,1.79031,-0.47928,-1.63933,16.29691,278.29813,89.32265,1017.65521
2018-10-21-21:00:00,1.56773,-0.04526,-1.56708,1.6544,278.22308,88.41511,1017.48315
2018-10-21-22:00:00,1.56599,-0.21322,-1.53233,7.92177,279.30197,84.26962,1017.77106
2018-10-21-23:00:00,1.56425,-0.38118,-1.49758,14.28035,280.38083,80.12413,1018.05896
2018-10-22-00:00:00,1.23445,0.20288,-1.21766,350.54071,281.34137,76.44537,1017.90253
2018-10-22-01:00:00,1.00265,0.03324,-0.95969,358.01648,283.88986,68.06742,1017.54065
2018-10-22-02:00:00,0.77085,-0.1364,-0.70172,11.00024,286.43839,59.68947,1017.17877
2018-10-22-03:00:00,0.53905,-0.30604,-0.44375,34.59335,288.98688,51.31151,1016.81689
2018-10-22-04:00:00,1.19647,0.54347,0.081,261.52328,290.12491,47.84974,1015.89062
2018-10-22-05:00:00,1.8539,1.39298,0.60574,246.49812,291.26291,44.38795,1014.96442
2018-10-22-06:00:00,2.51132,2.24249,1.13048,243.24646,292.40094,40.92618,1014.03815
2018-10-22-07:00:00,3.77896,3.38642,-0.16963,272.86768,291.65753,33.92016,1014.28772
2018-10-22-08:00:00,5.04659,4.53034,-1.46974,287.97421,290.91409,26.91415,1014.53729
2018-10-22-09:00:00,6.31423,5.67427,-2.76986,296.01901,290.17068,19.90813,1014.78687
2018-10-22-10:00:00,5.58164,4.80882,-2.75772,299.83307,288.54395,21.8111,1015.52893
2018-10-22-11:00:00,4.84906,3.94337,-2.74559,304.84775,286.91718,23.71406,1016.27106
2018-10-22-12:00:00,4.11647,3.07792,-2.73345,311.60782,285.29044,25.61702,1017.01312
2018-10-22-13:00:00,3.58196,2.83694,-1.53001,298.33871,283.63306,32.63319,1017.51752
2018-10-22-14:00:00,3.04745,2.59596,-0.32656,277.16989,281.97568,39.64937,1018.02185
2018-10-22-15:00:00,2.51293,2.35497,0.87689,249.5769,280.3183,46.66554,1018.52625
2018-10-22-16:00:00,2.44248,2.26034,0.24994,263.69,280.11328,46.15434,1018.92395
2018-10-22-17:00:00,2.37203,2.16571,-0.377,279.875,279.90823,45.64313,1019.32166
2018-10-22-18:00:00,2.30158,2.07107,-1.00395,295.86169,279.70322,45.13192,1019.71936
2018-10-22-19:00:00,2.423,2.17836,-1.06097,295.96835,279.87143,43.93286,1019.85168
2018-10-22-20:00:00,2.54443,2.28565,-1.11799,296.06485,280.03964,42.7338,1019.98395
2018-10-22-21:00:00,2.66586,2.39294,-1.17501,296.15256,280.20786,41.53473,1020.11627
