DateTime,V,VX,VY,DIR,TP,RH,SLP
2018-10-22-22:00:00,2.98181,2.52973,-1.54348,301.38895,281.06284,40.26337,1020.58087
2018-10-22-23:00:00,3.29776,2.66652,-1.91195,305.64136,281.91779,38.99201,1021.04541
2018-10-23-00:00:00,3.45266,2.2441,-2.6239,319.46112,282.47534,41.28104,1020.77063
2018-10-23-01:00:00,3.19599,2.37521,-1.9128,308.84509,284.78818,36.28102,1020.38898
2018-10-23-02:00:00,2.93933,2.50632,-1.2017,295.61621,287.10098,31.281,1020.00726
2018-10-23-03:00:00,2.68267,2.63743,-0.4906,280.53738,289.41382,26.28098,1019.62561
2018-10-23-04:00:00,2.95218,2.42225,0.62867,255.45058,290.19653,24.66813,1018.58789
2018-10-23-05:00:00,3.22169,2.20708,1.74793,231.62195,290.97928,23.05529,1017.55023
2018-10-23-06:00:00,3.49121,1.9919,2.8672,214.78851,291.76199,21.44244,1016.51251
2018-10-23-07:00:00,3.09795,1.31562,2.68184,206.13101,290.36703,25.44023,1016.19897
2018-10-23-08:00:00,2.70469,0.63934,2.49649,194.36449,288.97211,29.43801,1015.88544
2018-10-23-09:00:00,2.31143,-0.03694,2.31113,179.08426,287.57715,33.43579,1015.5719
2018-10-23-10:00:00,2.456,0.14264,2.44039,183.34511,286.54788,34.65285,1015.81378
2018-10-23-11:00:00,2.60058,0.32222,2.56964,187.14729,285.51859,35.86991,1016.0556
2018-10-23-12:00:00,2.74515,0.5018,2.6989,190.53264,284.48932,37.08696,1016.29749
2018-10-23-13:00:00,2.24729,0.73989,1.89791,201.29819,283.90857,39.24632,1016.48456
2018-10-23-14:00:00,1.74943,0.97799,1.09691,221.71954,283.32782,41.40568,1016.67169
2018-10-23-15:00:00,1.25156,1.21608,0.29592,256.32346,282.74707,43.56504,1016.85876
2018-10-23-16:00:00,1.39853,0.52372,-0.28841,298.84174,281.36996,49.97799,1017.00854
2018-10-23-17:00:00,1.54549,-0.16864,-0.87274,10.93674,279.99283,56.39094,1017.15833
2018-10-23-18:00:00,1.69246,-0.86101,-1.45708,30.57938,278.61572,62.80389,1017.30811
2018-10-23-19:00:00,1.95325,-0.82977,-1.75568,25.2963,278.09637,66.00002,1017.27563
2018-10-23-20:00:00,2.21405,-0.79853,-2.05429,21.24185,277.57703,69.19614,1017.2431
2018-10-23-21:00:00,2.47484,-0.7673,-2.35289,18.06154,277.05768,72.39227,1017.21063
2018-10-23-22:00:00,2.32504,-0.62335,-2.23441,15.58789,278.52625,67.7489,1017.64667
2018-10-23-23:00:00,2.17524,-0.47941,-2.11594,12.76595,279.99481,63.10553,1018.0827
2018-10-24-00:00:00,2.01992,-0.34386,-1.99043,9.80135,281.7583,57.34975,1017.45874
2018-10-24-01:00:00,1.88824,-0.7216,-1.55266,24.92673,284.39084,50.61971,1017.51831
2018-10-24-02:00:00,1.75657,-1.09935,-1.11489,44.59785,287.02341,43.88966,1017.57794
2018-10-24-03:00:00,1.6249,-1.47709,-0.67712,65.37274,289.65594,37.15961,1017.63751
2018-10-24-04:00:00,1.70305,-1.12978,0.15116,97.6209,290.72696,35.20241,1016.95959
2018-10-24-05:00:00,1.7812,-0.78246,0.97944,141.37943,291.79794,33.2452,1016.28168
2018-10-24-06:00:00,1.85936,-0.43514,1.80772,166.46585,292.86896,31.288,1015.60376
2018-10-24-07:00:00,1.98869,-0.73766,1.80587,157.7809,291.3385,38.07686,1015.50232
2018-10-24-08:00:00,2.11802,-1.04019,1.80401,150.03229,289.80804,44.86572,1015.40082
2018-10-24-09:00:00,2.24736,-1.34272,1.80215,143.31152,288.27759,51.65458,1015.29938
2018-10-24-10:00:00,2.50407,-1.31261,2.11653,148.19398,286.67532,55.97905,1015.82562
2018-10-24-11:00:00,2.76078,-1.28251,2.43092,152.18463,285.07309,60.30352,1016.35187
2018-10-24-12:00:00,3.01748,-1.25241,2.7453,155.47749,283.47083,64.62799,1016.87811
2018-10-24-13:00:00,2.53198,-1.25642,1.5251,140.51721,282.64792,69.5662,1017.06354
2018-10-24-14:00:00,2.04648,-1.26044,0.30489,103.59828,281.82504,74.50442,1017.24896
2018-10-24-15:00:00,1.56097,-1.26445,-0.91531,54.09999,281.00214,79.44263,1017.43439
2018-10-24-16:00:00,1.60725,-1.34408,-0.87464,56.94669,280.62927,80.30031,1017.24878
2018-10-24-17:00:00,1.65352,-1.42371,-0.83396,59.63972,280.25641,81.158,1017.06311
2018-10-24-18:00:00,1.6998,-1.50334,-0.79328,62.18024,279.88354,82.01568,1016.8775
2018-10-24-19:00:00,1.84263,-1.56959,-0.95474,58.6889,279.78525,81.68742,1016.54956
2018-10-24-20:00:00,1.98545,-1.63585,-1.1162,55.6927,279.68692,81.35917,1016.22168
2018-10-24-21:00:00,2.12828,-1.7021,-1.27766,53.10664,279.58862,81.03091,1015.89374
2018-10-24-22:00:00,1.83454,-1.36124,-1.20034,48.59407,280.54889,77.54485,1015.86749
2018-10-24-23:00:00,1.54081,-1.02037,-1.12302,42.25821,281.50912,74.0588,1015.84125
2018-10-25-00:00:00,1.61533,-1.03483,-1.24032,39.83913,282.0463,71.78814,1015.57874
2018-10-25-01:00:00,1.2338,-0.75141,-0.97124,37.72768,283.94537,66.64758,1015.42749
2018-10-25-02:00:00,0.85228,-0.46798,-0.70215,33.68324,285.84448,61.50701,1015.27625
2018-10-25-03:00:00,0.47075,-0.18456,-0.43307,23.0816,287.74356,56.36644,1015.125
2018-10-25-04:00:00,0.66377,0.22604,-0.31327,324.18817,288.52704,53.28786,1014.33813
2018-10-25-05:00:00,0.85679,0.63663,-0.19347,286.90393,289.31052,50.20928,1013.55127
2018-10-25-06:00:00,1.0498,1.04722,-0.07367,274.02402,290.09399,47.1307,1012.7644
2018-10-25-07:00:00,1.17018,0.2939,-0.28947,314.56573,288.86014,56.76668,1012.63666
2018-10-25-08:00:00,1.29055,-0.45943,-0.50528,42.27879,287.62625,66.40266,1012.50897
2018-10-25-09:00:00,1.41093,-1.21275,-0.72108,59.26488,286.3924,76.03864,1012.38123
2018-10-25-10:00:00,2.15576,-0.24209,-1.55578,8.84447,285.29382,77.95373,1012.94647
2018-10-25-11:00:00,2.9006,0.72858,-2.39049,343.04977,284.19525,79.86883,1013.51166
2018-10-25-12:00:00,3.64544,1.69924,-3.22519,332.21689,283.09668,81.78392,1014.0769
2018-10-25-13:00:00,4.36947,2.74684,-3.22499,319.57776,283.19147,62.69859,1014.64563
2018-10-25-14:00:00,5.0935,3.79445,-3.22479,310.36023,283.28625,43.61326,1015.21442
2018-10-25-15:00:00,5.81752,4.84206,-3.22459,303.66183,283.38104,24.52793,1015.78314
2018-10-25-16:00:00,5.6095,4.80171,-2.87113,300.87689,282.7272,22.9652,1015.88397
2018-10-25-17:00:00,5.40147,4.76137,-2.51767,297.86862,282.07339,21.40248,1015.9848
2018-10-25-18:00:00,5.19344,4.72102,-2.16422,294.62775,281.41956,19.83975,1016.08563
2018-10-25-19:00:00,5.18673,4.61321,-2.35106,297.0051,280.97913,20.39643,1016.19958
2018-10-25-20:00:00,5.18002,4.5054,-2.53791,299.39276,280.53873,20.95311,1016.31354
2018-10-25-21:00:00,5.17331,4.39759,-2.72476,301.7825,280.0983,21.50979,1016.42749
2018-10-25-22:00:00,5.70266,5.02022,-2.66372,297.95038,280.44608,22.17737,1016.87976
2018-10-25-23:00:00,6.23202,5.64285,-2.60268,294.76086,280.79388,22.84495,1017.33209
2018-10-26-00:00:00,6.01161,5.78889,-1.62115,285.64468,280.33362,24.04437,1018.35565
2018-10-26-01:00:00,6.74487,6.2448,-2.42282,291.20493,281.30383,23.11956,1018.47229
2018-10-26-02:00:00,7.47813,6.70071,-3.22448,295.69754,282.27408,22.19475,1018.58899
2018-10-26-03:00:00,8.21139,7.15662,-4.02614,299.36108,283.24429,21.26994,1018.70563
2018-10-26-04:00:00,7.95071,6.63554,-4.31399,303.02927,284.0524,20.16916,1018.2348
2018-10-26-05:00:00,7.69003,6.11447,-4.60184,306.9657,284.86047,19.06838,1017.76398
2018-10-26-06:00:00,7.42935,5.5934,-4.88969,311.15967,285.66858,17.9676,1017.29315
2018-10-26-07:00:00,6.34138,4.77682,-4.17073,311.12476,285.00574,18.29533,1017.48749
2018-10-26-08:00:00,5.25341,3.96025,-3.45176,311.07544,284.3429,18.62306,1017.68188
2018-10-26-09:00:00,4.16543,3.14368,-2.73279,311.00034,283.68005,18.95079,1017.87622
2018-10-26-10:00:00,4.13223,3.02086,-2.81232,312.95258,282.72989,19.70021,1018.74957
2018-10-26-11:00:00,4.09903,2.89804,-2.89186,314.93884,281.77975,20.44964,1019.62292
2018-10-26-12:00:00,4.06584,2.77522,-2.97139,316.95514,280.82959,21.19906,1020.49628
2018-10-26-13:00:00,3.57931,2.49114,-2.56731,315.86267,280.10623,22.99649,1020.74524
2018-10-26-14:00:00,3.09278,2.20707,-2.16323,314.42535,279.38284,24.79392,1020.99414
2018-10-26-15:00:00,2.60625,1.92299,-1.75916,312.45239,278.65948,26.59134,1021.2431
2018-10-26-16:00:00,2.76214,2.29231,-1.3435,300.37421,278.52023,27.23371,1021.27124
2018-10-26-17:00:00,2.91803,2.66163,-0.92785,289.21863,278.38098,27.87607,1021.29938
2018-10-26-18:00:00,3.07392,3.03094,-0.51219,279.59167,278.24173,28.51843,1021.32751
2018-10-26-19:00:00,2.94299,2.80355,0.08954,268.17075,278.05975,29.81518,1021.2196
2018-10-26-20:00:00,2.81206,2.57615,0.69127,254.97945,277.87781,31.11192,1021.11163
2018-10-26-21:00:00,2.68114,2.34875,1.293,241.16705,277.69583,32.40866,1021.00372
2018-10-26-22:00:00,2.68367,2.3185,1.34858,239.81516,278.16312,33.42002,1021.43958
2018-10-26-23:00:00,2.6862,2.28824,1.40415,238.46507,278.63043,34.43138,1021.87543
2018-10-27-00:00:00,2.49372,2.25208,1.07089,244.5683,279.06299,37.48081,1022.64502
2018-10-27-01:00:00,3.06284,2.80229,1.23226,246.26331,281.5715,32.76657,1022.03815
2018-10-27-02:00:00,3.63197,3.3525,1.39363,247.42746,284.08005,28.05233,1021.43127
2018-10-27-03:00:00,4.20109,3.90271,1.55499,248.27573,286.58856,23.33809,1020.8244
2018-10-27-04:00:00,4.7889,4.53512,0.57282,262.80124,287.53488,22.6788,1019.51874
2018-10-27-05:00:00,5.37671,5.16752,-0.40935,274.52933,288.48117,22.01951,1018.21313
2018-10-27-06:00:00,5.96452,5.79993,-1.39153,283.49149,289.42749,21.36022,1016.90747
2018-10-27-07:00:00,4.96443,4.85328,-0.87471,280.21674,288.77597,23.30139,1016.21417
2018-10-27-08:00:00,3.96433,3.90663,-0.35788,275.23425,288.12448,25.24256,1015.52081
2018-10-27-09:00:00,2.96424,2.95998,0.15894,266.92648,287.47296,27.18372,1014.82751
2018-10-27-10:00:00,2.82153,2.65682,-0.39151,278.38281,285.14975,34.45639,1015.19379
2018-10-27-11:00:00,2.67883,2.35367,-0.94196,291.81165,282.82657,41.72907,1015.56
2018-10-27-12:00:00,2.53612,2.05052,-1.4924,306.04773,280.50336,49.00174,1015.92627
2018-10-27-13:00:00,2.55955,2.23145,-0.90783,292.13815,279.9093,49.63326,1016.01208
2018-10-27-14:00:00,2.58299,2.41237,-0.32325,277.63208,279.31525,50.26479,1016.09796
2018-10-27-15:00:00,2.60643,2.59329,0.26132,264.24585,278.72119,50.89631,1016.18378
2018-10-27-16:00:00,2.95257,2.93825,0.29037,264.35605,279.90015,45.13973,1015.74335
2018-10-27-17:00:00,3.29871,3.2832,0.31943,264.44312,281.0791,39.38314,1015.30292
2018-10-27-18:00:00,3.64486,3.62816,0.34848,264.51364,282.25806,33.62656,1014.86249
2018-10-27-19:00:00,3.39139,3.37565,0.32637,264.47769,281.78174,35.41074,1014.44147
2018-10-27-20:00:00,3.13792,3.12313,0.30425,264.43591,281.30542,37.1949,1014.02039
2018-10-27-21:00:00,2.88445,2.87062,0.28214,264.38681,280.8291,38.97908,1013.59937
2018-10-27-22:00:00,3.45107,3.37259,-0.26676,274.52249,281.81848,37.35981,1013.67456
2018-10-27-23:00:00,4.0177,3.87456,-0.81565,281.88806,282.80786,35.74055,1013.74982
2018-10-28-00:00:00,4.90031,4.62381,-1.62279,289.3392,284.69467,31.90919,1012.96753
2018-10-28-01:00:00,5.61327,4.8821,-2.58757,297.92413,286.07166,30.0418,1012.71606
2018-10-28-02:00:00,6.32623,5.14039,-3.55235,304.64709,287.44864,28.17442,1012.4646
2018-10-28-03:00:00,7.0392,5.39868,-4.51714,309.91962,288.82562,26.30703,1012.21313
2018-10-28-04:00:00,6.77081,4.69343,-4.77795,315.51135,289.17749,26.13979,1011.42853
2018-10-28-05:00:00,6.50242,3.98817,-5.03877,321.63855,289.52936,25.97255,1010.64398
2018-10-28-06:00:00,6.23403,3.28291,-5.29959,328.22324,289.88123,25.8053,1009.85938
2018-10-28-07:00:00,5.86748,2.86063,-5.10706,330.74542,288.9545,27.63986,1010.49628
2018-10-28-08:00:00,5.50093,2.43835,-4.91453,333.61166,288.0278,29.47441,1011.13312
2018-10-28-09:00:00,5.13438,2.01607,-4.722,336.87988,287.10107,31.30897,1011.77002
2018-10-28-10:00:00,5.11827,1.91297,-4.74505,338.04309,286.2739,33.42216,1012.70605
2018-10-28-11:00:00,5.10217,1.80988,-4.76809,339.21417,285.44672,35.53536,1013.64209
2018-10-28-12:00:00,5.08607,1.70679,-4.79114,340.39215,284.61954,37.64855,1014.57812
2018-10-28-13:00:00,4.67588,1.56447,-4.40638,340.45282,283.86887,35.98251,1015.15894
2018-10-28-14:00:00,4.26568,1.42215,-4.02163,340.52515,283.11816,34.31646,1015.73981
2018-10-28-15:00:00,3.85549,1.27983,-3.63687,340.61282,282.36749,32.65042,1016.32062
2018-10-28-16:00:00,3.68366,1.51864,-3.31718,335.40125,281.81546,33.88007,1016.57874
2018-10-28-17:00:00,3.51183,1.75744,-2.99749,329.61673,281.2634,35.10971,1016.83685
2018-10-28-18:00:00,3.34,1.99625,-2.6778,323.2962,280.71136,36.33936,1017.09497
2018-10-28-19:00:00,3.31044,1.13141,-2.85046,338.35077,279.53925,39.62023,1017.17499
2018-10-28-20:00:00,3.28088,0.26658,-3.02313,354.96069,278.36713,42.9011,1017.255
2018-10-28-21:00:00,3.25131,-0.59825,-3.1958,10.60298,277.19501,46.18198,1017.33502
2018-10-28-22:00:00,3.57072,-0.19718,-3.51914,3.20694,278.21008,42.12782,1017.97626
2018-10-28-23:00:00,3.89012,0.20389,-3.84249,356.96259,279.22513,38.07365,1018.61749
2018-10-29-00:00:00,3.65308,0.37549,-3.63373,354.10034,280.12598,33.98774,1020.11438
2018-10-29-01:00:00,4.00141,1.2295,-3.64464,341.35843,281.73245,30.99269,1020.1427
2018-10-29-02:00:00,4.34975,2.08352,-3.65555,330.3186,283.33896,27.99764,1020.17108
2018-10-29-03:00:00,4.69808,2.93753,-3.66646,321.29865,284.94543,25.0026,1020.1994
2018-10-29-04:00:00,4.33195,2.65301,-3.42267,322.21973,285.94455,24.27564,1019.62811
2018-10-29-05:00:00,3.96581,2.36849,-3.17888,323.31131,286.9437,23.54869,1019.05688
2018-10-29-06:00:00,3.59968,2.08397,-2.93509,324.62457,287.94281,22.82174,1018.4856
2018-10-29-07:00:00,2.94044,0.90303,-2.19303,337.61948,286.61957,29.10137,1018.63208
2018-10-29-08:00:00,2.28121,-0.27791,-1.45097,10.8427,285.29633,35.381,1018.7785
2018-10-29-09:00:00,1.62197,-1.45885,-0.70891,64.08314,283.97308,41.66064,1018.92499
2018-10-29-10:00:00,1.52839,-0.7891,-0.8803,41.87296,282.37625,46.86794,1019.63
2018-10-29-11:00:00,1.43481,-0.11936,-1.0517,6.47487,280.77945,52.07524,1020.33496
2018-10-29-12:00:00,1.34123,0.55038,-1.2231,335.77264,279.18262,57.28255,1021.03998
2018-10-29-13:00:00,1.83802,0.80016,-1.65397,334.18326,279.40787,51.67138,1021.56311
2018-10-29-14:00:00,2.33481,1.04993,-2.08483,333.27008,279.63315,46.0602,1022.08624
2018-10-29-15:00:00,2.8316,1.2997,-2.5157,332.67761,279.8584,40.44903,1022.60938
2018-10-29-16:00:00,2.64937,1.32937,-2.28195,329.77673,278.99759,43.59451,1022.68811
2018-10-29-17:00:00,2.46714,1.35904,-2.0482,326.43454,278.13675,46.73998,1022.76691
2018-10-29-18:00:00,2.2849,1.38872,-1.81445,322.57086,277.27594,49.88546,1022.84564
2018-10-29-19:00:00,2.45718,1.40879,-2.00896,324.95981,277.27017,49.66225,1022.82251
2018-10-29-20:00:00,2.62946,1.42887,-2.20347,327.03812,277.26443,49.43904,1022.79938
2018-10-29-21:00:00,2.80174,1.44894,-2.39798,328.85815,277.25867,49.21583,1022.77625
2018-10-29-22:00:00,2.99387,1.34325,-2.65961,333.20374,277.79767,47.67354,1023.32147
2018-10-29-23:00:00,3.18601,1.23756,-2.92124,337.04053,278.33667,46.13125,1023.86664
2018-10-30-00:00:00,3.05391,0.9735,-2.89459,341.41144,278.84824,46.83441,1024.40442
2018-10-30-01:00:00,2.54557,0.82849,-2.4067,341.00446,280.95468,41.76749,1024.3363
2018-10-30-02:00:00,2.03723,0.68348,-1.91881,340.39423,283.0611,36.70057,1024.26807
2018-10-30-03:00:00,1.52888,0.53847,-1.43092,339.37833,285.16754,31.63365,1024.19995
2018-10-30-04:00:00,1.24298,0.22488,-1.13303,348.77411,286.06985,30.22349,1023.77124
2018-10-30-05:00:00,0.95708,-0.08871,-0.83514,6.06326,286.9722,28.81334,1023.34247
2018-10-30-06:00:00,0.67118,-0.4023,-0.53725,36.82637,287.87451,27.40318,1022.91376
2018-10-30-07:00:00,1.59587,-1.0597,0.47394,114.09628,286.62323,30.13465,1023.14252
2018-10-30-08:00:00,2.52057,-1.7171,1.48513,130.85683,285.37198,32.86612,1023.37122
2018-10-30-09:00:00,3.44527,-2.3745,2.49632,136.43274,284.1207,35.5976,1023.59998
2018-10-30-10:00:00,2.88055,-1.08362,1.36199,141.49361,282.91913,39.41393,1024.29224
2018-10-30-11:00:00,2.31584,0.20725,0.22766,222.3136,281.71756,43.23026,1024.98462
2018-10-30-12:00:00,1.75112,1.49812,-0.90668,301.18271,280.51599,47.04659,1025.67688
2018-10-30-13:00:00,1.43779,1.26863,-0.62089,296.07803,280.21078,48.40742,1026.1283
2018-10-30-14:00:00,1.12446,1.03913,-0.3351,287.87375,279.90558,49.76826,1026.57983
2018-10-30-15:00:00,0.81113,0.80963,-0.04932,273.48572,279.60037,51.12909,1027.03125
2018-10-30-16:00:00,1.19486,-0.10443,-0.14638,35.50545,278.16861,59.16105,1027.14172
2018-10-30-17:00:00,1.57859,-1.01849,-0.24344,76.55744,276.73685,67.19302,1027.25208
2018-10-30-18:00:00,1.96232,-1.93256,-0.3405,80.00751,275.30508,75.22498,1027.36255
2018-10-30-19:00:00,2.05227,-1.42827,-0.95778,56.15462,274.88821,76.34413,1027.31018
2018-10-30-20:00:00,2.14222,-0.92399,-1.57507,30.39737,274.47131,77.46329,1027.25793
2018-10-30-21:00:00,2.23217,-0.41971,-2.19235,10.83766,274.05444,78.58245,1027.20557
2018-10-30-22:00:00,2.26325,-0.31271,-2.23601,7.96123,275.11868,73.0796,1027.72034
2018-10-30-23:00:00,2.29433,-0.20571,-2.27966,5.15617,276.18289,67.57675,1028.23523
2018-10-31-00:00:00,2.47003,-0.83257,-2.32549,19.69826,277.48233,59.56502,1028.12439
2018-10-31-01:00:00,1.98458,-0.62871,-1.88009,18.49025,279.85715,51.13469,1028.01819
2018-10-31-02:00:00,1.49913,-0.42486,-1.43469,16.49582,282.23199,42.70437,1027.91187
2018-10-31-03:00:00,1.01367,-0.22101,-0.98929,12.59314,284.60681,34.27404,1027.80566
2018-10-31-04:00:00,1.17472,-0.64196,-0.72496,41.52533,285.67599,32.5088,1027.01318
2018-10-31-05:00:00,1.33576,-1.06292,-0.46063,66.56971,286.74515,30.74355,1026.22058
2018-10-31-06:00:00,1.4968,-1.48387,-0.1963,82.46397,287.81433,28.97831,1025.4281
2018-10-31-07:00:00,1.60168,-1.14915,0.45139,111.44479,286.45993,33.74933,1025.49817
2018-10-31-08:00:00,1.70656,-0.81444,1.09908,143.46077,285.1055,38.52036,1025.56812
2018-10-31-09:00:00,1.81144,-0.47972,1.74677,164.64325,283.7511,43.29138,1025.63818
2018-10-31-10:00:00,1.72502,0.12018,0.89229,187.6707,282.47989,46.43834,1025.99854
2018-10-31-11:00:00,1.6386,0.72008,0.03782,266.99335,281.20871,49.5853,1026.35901
2018-10-31-12:00:00,1.55218,1.31998,-0.81665,301.74451,279.9375,52.73225,1026.71936
2018-10-31-13:00:00,1.66401,1.15904,-1.10839,313.72025,278.94177,60.32797,1027.09692
2018-10-31-14:00:00,1.77583,0.99811,-1.40013,324.51608,277.94604,67.92368,1027.47437
2018-10-31-15:00:00,1.88766,0.83717,-1.69186,333.67273,276.95032,75.51939,1027.85193
2018-10-31-16:00:00,1.87445,0.56401,-1.74389,342.07773,276.61182,76.78645,1027.92041
2018-10-31-17:00:00,1.86124,0.29085,-1.79592,350.8009,276.27332,78.0535,1027.98901
2018-10-31-18:00:00,1.84803,0.01768,-1.84795,359.45172,275.93481,79.32056,1028.0575
2018-10-31-19:00:00,1.94899,0.15934,-1.93358,355.28918,275.74051,78.37998,1027.9314
2018-10-31-20:00:00,2.04994,0.30099,-2.01922,351.52179,275.54623,77.43941,1027.80542
2018-10-31-21:00:00,2.1509,0.44264,-2.10486,348.12402,275.35193,76.49883,1027.67932
2018-10-31-22:00:00,2.12304,0.53347,-2.0498,345.41223,276.13782,71.36414,1028.10535
2018-10-31-23:00:00,2.09518,0.62429,-1.99475,342.62158,276.92368,66.22943,1028.53149
2018-11-01-00:00:00,1.84263,0.67987,-1.71262,338.34802,277.82776,59.18618,1028.6156
2018-11-01-01:00:00,1.34305,0.3979,-1.24213,342.23795,280.59277,50.21483,1028.53955
2018-11-01-02:00:00,0.84348,0.11593,-0.77165,351.45624,283.35779,41.24348,1028.4635
2018-11-01-03:00:00,0.3439,-0.16605,-0.30116,28.87013,286.1228,32.27213,1028.38745
2018-11-01-04:00:00,0.86864,-0.211,0.43067,153.89856,287.12213,31.37563,1027.74231
2018-11-01-05:00:00,1.39337,-0.25595,1.16251,167.58325,288.12143,30.47913,1027.09705
2018-11-01-06:00:00,1.9181,-0.3009,1.89435,170.9744,289.12076,29.58263,1026.4519
2018-11-01-07:00:00,2.07991,-0.57498,1.97123,163.73885,287.65778,35.68193,1026.35583
2018-11-01-08:00:00,2.24172,-0.84905,2.04811,157.48337,286.19479,41.78122,1026.25977
2018-11-01-09:00:00,2.40353,-1.12312,2.12498,152.14209,284.73181,47.88052,1026.1637
2018-11-01-10:00:00,2.38041,-1.06447,2.12778,153.42245,284.03403,50.53532,1026.39514
2018-11-01-11:00:00,2.35729,-1.00581,2.13057,154.72862,283.33627,53.19011,1026.62671
2018-11-01-12:00:00,2.33417,-0.94716,2.13336,156.05998,282.63849,55.84491,1026.85815
2018-11-01-13:00:00,1.96158,-0.9609,1.1859,140.98317,281.24762,61.15012,1026.95935
2018-11-01-14:00:00,1.58899,-0.97464,0.23844,103.74721,279.85675,66.45533,1027.06067
2018-11-01-15:00:00,1.21639,-0.98839,-0.70901,54.34641,278.46588,71.76054,1027.16187
2018-11-01-16:00:00,1.38656,-1.07094,-0.87466,50.76083,277.96774,73.95,1027.20227
2018-11-01-17:00:00,1.55672,-1.1535,-1.0403,47.95369,277.46964,76.13947,1027.24268
2018-11-01-18:00:00,1.72689,-1.23605,-1.20595,45.7063,276.9715,78.32893,1027.28308
2018-11-01-19:00:00,1.76924,-1.18306,-1.30696,42.15134,276.41763,81.62709,1027.12976
2018-11-01-20:00:00,1.8116,-1.13007,-1.40797,38.75114,275.8638,84.92525,1026.97644
2018-11-01-21:00:00,1.85395,-1.07707,-1.50899,35.51814,275.30994,88.22342,1026.82312
2018-11-01-22:00:00,1.81331,-1.06436,-1.46794,35.94485,276.36673,83.32237,1027.13293
2018-11-01-23:00:00,1.77267,-1.05165,-1.42689,36.39116,277.42352,78.42133,1027.44263
2018-11-02-00:00:00,1.90207,-1.1102,-1.54445,35.70976,278.24203,75.78096,1027.38623
2018-11-02-01:00:00,1.71001,-1.17856,-0.97389,50.43176,280.77698,66.10632,1027.21899
2018-11-02-02:00:00,1.51794,-1.24693,-0.40334,72.07549,283.31189,56.43168,1027.05164
2018-11-02-03:00:00,1.32588,-1.31529,0.16722,97.24548,285.84683,46.75703,1026.8844
2018-11-02-04:00:00,1.56747,-1.15615,0.73538,122.45871,287.07178,45.27574,1025.9469
2018-11-02-05:00:00,1.80907,-0.997,1.30353,142.58951,288.29669,43.79445,1025.0094
2018-11-02-06:00:00,2.05067,-0.83786,1.87169,155.88435,289.52164,42.31316,1024.0719
2018-11-02-07:00:00,2.05161,-0.96008,1.80217,151.95409,288.41611,47.48979,1023.83917
2018-11-02-08:00:00,2.05256,-1.08231,1.73265,148.00887,287.31061,52.66641,1023.60651
2018-11-02-09:00:00,2.05351,-1.20453,1.66313,144.08589,286.20508,57.84304,1023.37378
