DateTime,SPD10,DIR10,SLP,T2,RH2
2018-10-17-18:00:00,2.82,2,1022,279.05,67
2018-10-17-19:00:00,1.62,337,1022.4,278.15,68
2018-10-17-20:00:00,2.73,353,1022.4,277.65,71
2018-10-17-21:00:00,2.62,354,1022.8,277.65,73
2018-10-17-22:00:00,2.89,355,1022.9,277.45,72
2018-10-17-23:00:00,2.71,342,1023.3,278.55,66
2018-10-18-00:00:00,2.57,356,1024,280.65,61
2018-10-18-01:00:00,4.54,9,1024.3,283.95,42
2018-10-18-02:00:00,2.76,9,1024.5,286.55,32
2018-10-18-03:00:00,1.6,55,1024.2,287.75,29
2018-10-18-04:00:00,1.53,87,1023.7,289.55,29
2018-10-18-05:00:00,1.25,182,1022.7,290.95,24
2018-10-18-06:00:00,1.63,157,1021.9,291.75,23
2018-10-18-07:00:00,2.35,228,1021.6,291.85,22
2018-10-18-08:00:00,1.88,256,1021.6,291.25,25
2018-10-18-09:00:00,2.41,176,1021.4,290.15,28
2018-10-18-10:00:00,2.43,179,1021.7,289.45,31
2018-10-18-11:00:00,3.28,184,1022.3,287.65,40
2018-10-18-12:00:00,2.23,218,1022.6,288.75,38
2018-10-18-13:00:00,1.37,321,1023.1,283.85,57
2018-10-18-14:00:00,2.19,23,1023.3,283.25,57
2018-10-18-15:00:00,1.04,10,1023.5,282.15,63
2018-10-18-16:00:00,1.21,4,1023.8,281.25,64
2018-10-18-17:00:00,1.94,360,1024.2,280.45,68
2018-10-18-18:00:00,2.41,357,1024.3,279.55,69
2018-10-18-19:00:00,2.2,6,1024.2,279.05,69
2018-10-18-20:00:00,2.19,344,1024.3,279.15,66
2018-10-18-21:00:00,2.22,332,1024.5,278.85,67
2018-10-18-22:00:00,2.83,336,1024.6,278.65,67
2018-10-18-23:00:00,3.52,341,1025,279.45,63
2018-10-19-00:00:00,3.22,343,1025.7,280.85,56
2018-10-19-01:00:00,3.29,351,1025.8,284.05,45
2018-10-19-02:00:00,3.77,20,1025.6,285.85,37
2018-10-19-03:00:00,1.64,32,1025.2,288.15,33
2018-10-19-04:00:00,1.65,63,1024.5,290.25,32
2018-10-19-05:00:00,2.29,143,1023.5,290.75,33
2018-10-19-06:00:00,2.09,173,1022.5,292.25,28
2018-10-19-07:00:00,2.49,143,1022.1,291.75,26
2018-10-19-08:00:00,2.93,147,1022,291.45,25
2018-10-19-09:00:00,2.22,178,1022,290.85,25
2018-10-19-10:00:00,2.82,143,1022.3,290.45,27
2018-10-19-11:00:00,2.69,143,1022.7,289.45,30
2018-10-19-12:00:00,2.15,118,1022.9,285.85,47
2018-10-19-13:00:00,1.28,121,1023.4,283.65,57
2018-10-19-14:00:00,2.04,3,1023.8,282.15,62
2018-10-19-15:00:00,2.03,11,1023.8,281.35,70
2018-10-19-16:00:00,1.26,33,1023.7,280.95,72
2018-10-19-17:00:00,0.92,37,1023.8,280.85,68
2018-10-19-18:00:00,1.88,4,1023.7,280.35,66
2018-10-19-19:00:00,1.99,10,1023.2,280.95,68
2018-10-19-20:00:00,1.8,329,1022.9,278.85,75
2018-10-19-21:00:00,2.42,345,1022.8,278.25,77
2018-10-19-22:00:00,1.8,348,1022.9,278.15,76
2018-10-19-23:00:00,2.61,343,1023.2,278.45,77
2018-10-20-00:00:00,1.6,14,1023.8,280.45,72
2018-10-20-01:00:00,0.85,355,1024,282.85,61
2018-10-20-02:00:00,1.21,30,1023.6,285.25,51
2018-10-20-03:00:00,1.49,35,1023.1,286.65,45
2018-10-20-04:00:00,2.07,153,1022.3,288.75,40
2018-10-20-05:00:00,3.01,177,1021.3,289.85,35
2018-10-20-06:00:00,3.87,179,1020.4,290.65,32
2018-10-20-07:00:00,4.13,178,1019.9,290.95,30
2018-10-20-08:00:00,4.28,178,1019.7,290.85,28
2018-10-20-09:00:00,3.48,181,1019.4,290.25,29
2018-10-20-10:00:00,2.81,144,1019.6,289.65,33
2018-10-20-11:00:00,2.47,121,1019.7,287.35,43
2018-10-20-12:00:00,2.33,114,1020,285.35,53
2018-10-20-13:00:00,1.56,8,1020.3,284.15,58
2018-10-20-14:00:00,1.68,8,1020.5,282.75,68
2018-10-20-15:00:00,2.71,73,1020.2,282.95,72
2018-10-20-16:00:00,0.89,58,1020.1,282.35,72
2018-10-20-17:00:00,1.8,62,1019.9,282.25,71
2018-10-20-18:00:00,2.17,36,1019.7,282.35,70
2018-10-20-19:00:00,1.61,10,1019.5,282.05,72
2018-10-20-20:00:00,1.92,344,1019,281.95,73
2018-10-20-21:00:00,1.8,352,1018.9,281.75,75
2018-10-20-22:00:00,1.73,342,1018.6,281.95,76
2018-10-20-23:00:00,1.31,346,1018.7,282.05,75
2018-10-21-00:00:00,1.76,6,1019.4,282.95,70
2018-10-21-01:00:00,1.42,353,1019.6,284.55,65
2018-10-21-02:00:00,1.81,44,1019.4,285.45,59
2018-10-21-03:00:00,1.17,75,1018.9,286.75,58
2018-10-21-04:00:00,1.91,63,1018.1,287.05,55
2018-10-21-05:00:00,2.03,90,1016.7,287.75,54
2018-10-21-06:00:00,2.16,91,1016,289.05,48
2018-10-21-07:00:00,3.1,133,1015.6,289.25,47
2018-10-21-08:00:00,4.18,157,1015.5,289.05,48
2018-10-21-09:00:00,3.68,155,1015.4,288.25,52
2018-10-21-10:00:00,3.12,135,1015.5,287.65,58
2018-10-21-11:00:00,1.05,74,1016.2,286.05,64
2018-10-21-12:00:00,2.43,79,1016.2,284.25,73
2018-10-21-13:00:00,1.42,67,1016.1,284.65,72
2018-10-21-14:00:00,1.36,83,1015.8,283.85,75
2018-10-21-15:00:00,2.13,10,1015.6,281.75,80
2018-10-21-16:00:00,1.11,49,1015.2,282.15,81
2018-10-21-17:00:00,1.06,355,1014.8,281.55,82
2018-10-21-18:00:00,1.34,333,1014.7,280.85,84
2018-10-21-19:00:00,1.71,337,1014.3,280.85,85
2018-10-21-20:00:00,1.37,326,1013.8,280.55,84
2018-10-21-21:00:00,2.25,341,1013.9,279.85,85
2018-10-21-22:00:00,1.5,332,1013.9,279.85,86
2018-10-21-23:00:00,2.27,337,1013.9,279.95,85
2018-10-22-00:00:00,2.07,354,1014.2,281.25,83
2018-10-22-01:00:00,1.66,338,1014.4,283.95,76
2018-10-22-02:00:00,1.88,24,1014.3,285.65,66
2018-10-22-03:00:00,1.15,108,1013.7,287.65,57
2018-10-22-04:00:00,1.28,116,1012.6,289.35,52
2018-10-22-05:00:00,1.97,193,1011.2,291.15,47
2018-10-22-06:00:00,1.4,236,1010.3,292.25,39
2018-10-22-07:00:00,3.39,187,1010,291.95,41
2018-10-22-08:00:00,3.79,193,1009.8,291.55,40
2018-10-22-09:00:00,4.08,279,1011.3,290.95,40
2018-10-22-10:00:00,8.71,299,1012.9,287.95,34
2018-10-22-11:00:00,7.44,277,1013.7,286.45,41
2018-10-22-12:00:00,5.06,304,1013.9,285.85,40
2018-10-22-13:00:00,4.39,294,1014.4,286.15,36
2018-10-22-14:00:00,3.17,303,1015.2,284.85,39
2018-10-22-15:00:00,2.93,312,1014.9,284.45,39
2018-10-22-16:00:00,2.11,267,1014.8,284.95,34
2018-10-22-17:00:00,2.04,258,1014.8,284.65,36
2018-10-22-18:00:00,3.09,272,1014.9,285.15,32
2018-10-22-19:00:00,2.47,256,1015,284.25,35
2018-10-22-20:00:00,2.48,237,1015.1,283.65,38
2018-10-22-21:00:00,2.3,267,1015.3,283.85,37
2018-10-22-22:00:00,0.9,308,1015.4,281.15,49
2018-10-22-23:00:00,2.89,274,1015.7,284.15,36
2018-10-23-00:00:00,2.01,291,1016.4,286.65,31
2018-10-23-01:00:00,3.12,275,1016.8,288.05,27
2018-10-23-02:00:00,2.17,270,1016.4,289.65,25
2018-10-23-03:00:00,1.83,256,1015.9,291.55,20
2018-10-23-04:00:00,5.32,231,1014.9,292.15,19
2018-10-23-05:00:00,4.08,226,1013.6,292.65,17
2018-10-23-06:00:00,4.69,200,1012.5,292.55,18
2018-10-23-07:00:00,4.82,199,1011.8,292.85,17
2018-10-23-08:00:00,5.36,184,1011.6,292.35,18
2018-10-23-09:00:00,4.37,198,1011.6,291.65,19
2018-10-23-10:00:00,4.37,189,1011.6,290.25,21
2018-10-23-11:00:00,3.23,191,1012.2,289.85,23
2018-10-23-12:00:00,2.58,169,1012.3,287.75,28
2018-10-23-13:00:00,2.82,165,1012.3,287.35,29
2018-10-23-14:00:00,2.47,140,1012.3,284.55,41
2018-10-23-15:00:00,2.07,86,1012.6,283.35,50
2018-10-23-16:00:00,1.53,34,1012.7,280.65,65
2018-10-23-17:00:00,1.58,93,1012.7,281.25,59
2018-10-23-18:00:00,1.52,51,1012.6,280.15,64
2018-10-23-19:00:00,1.64,20,1012.3,279.55,66
2018-10-23-20:00:00,2,11,1012.4,278.85,68
2018-10-23-21:00:00,1.01,347,1012.5,279.05,68
2018-10-23-22:00:00,1.19,311,1012.9,278.95,66
2018-10-23-23:00:00,2.59,338,1013.2,278.95,69
2018-10-24-00:00:00,2.7,360,1013.7,281.85,61
2018-10-24-01:00:00,2.21,16,1014,284.45,51
2018-10-24-02:00:00,1.26,107,1013.8,287.25,41
2018-10-24-03:00:00,1.28,82,1013.3,289.65,34
2018-10-24-04:00:00,1.56,141,1012.8,292.15,26
2018-10-24-05:00:00,1.87,172,1012,292.85,26
2018-10-24-06:00:00,2.98,169,1011.3,293.95,26
2018-10-24-07:00:00,3.42,174,1011,294.65,23
2018-10-24-08:00:00,3.62,178,1010.9,294.55,22
2018-10-24-09:00:00,4.58,149,1010.9,293.65,24
2018-10-24-10:00:00,2.62,117,1011.4,289.85,35
2018-10-24-11:00:00,2.01,109,1012,287.65,45
2018-10-24-12:00:00,1.65,79,1012.4,287.65,45
2018-10-24-13:00:00,1.59,71,1012.7,285.15,52
2018-10-24-14:00:00,1.26,26,1012.9,284.25,58
2018-10-24-15:00:00,1.55,15,1013.3,283.05,65
2018-10-24-16:00:00,1.76,57,1013.2,284.05,59
2018-10-24-17:00:00,1.15,65,1013.4,284.05,59
2018-10-24-18:00:00,1.87,9,1013.1,283.75,61
2018-10-24-19:00:00,1.66,31,1012.5,283.85,59
2018-10-24-20:00:00,1.58,334,1012,282.25,65
2018-10-24-21:00:00,1.97,357,1012,280.95,71
2018-10-24-22:00:00,2.9,349,1011.7,281.75,72
2018-10-24-23:00:00,2.23,354,1011.8,281.45,73
2018-10-25-00:00:00,0.66,56,1011.6,283.45,65
2018-10-25-01:00:00,1.75,352,1011.7,285.85,57
2018-10-25-02:00:00,2.59,5,1011.4,286.05,58
2018-10-25-03:00:00,1.84,88,1010.6,287.75,58
2018-10-25-04:00:00,3.78,297,1011,288.15,55
2018-10-25-05:00:00,1.27,122,1009.9,287.95,56
2018-10-25-06:00:00,2.26,40,1009.4,288.25,54
2018-10-25-07:00:00,2.42,89,1009.1,288.45,58
2018-10-25-08:00:00,1.97,105,1008.8,287.85,65
2018-10-25-09:00:00,0.91,297,1008.9,288.05,63
2018-10-25-10:00:00,1.61,359,1008.8,285.25,74
2018-10-25-11:00:00,2.73,312,1009.8,285.35,76
2018-10-25-12:00:00,2.79,348,1010.9,283.45,79
2018-10-25-13:00:00,7.23,326,1011.8,286.65,26
2018-10-25-14:00:00,3.83,294,1012.6,285.35,28
2018-10-25-15:00:00,6.75,298,1013.2,285.45,21
2018-10-25-16:00:00,10.18,292,1013.2,284.95,17
2018-10-25-17:00:00,11.08,304,1013.1,284.05,17
2018-10-25-18:00:00,4.65,290,1013.4,282.85,21
2018-10-25-19:00:00,6.71,311,1013.3,282.45,20
2018-10-25-20:00:00,6.88,295,1013.2,282.05,21
2018-10-25-21:00:00,4.85,274,1013.3,281.25,23
2018-10-25-22:00:00,6.78,282,1013.4,280.85,24
2018-10-25-23:00:00,5.74,286,1013.9,280.45,25
2018-10-26-00:00:00,6.19,294,1014.6,281.55,25
2018-10-26-01:00:00,10.03,288,1015.4,281.85,23
2018-10-26-02:00:00,10.01,284,1015.2,282.75,23
2018-10-26-03:00:00,9.33,284,1015.8,283.45,21
2018-10-26-04:00:00,11.73,288,1015.5,284.25,20
2018-10-26-05:00:00,9.55,305,1015.2,285.35,19
2018-10-26-06:00:00,8.72,291,1014.6,285.65,19
2018-10-26-07:00:00,8.48,288,1014.9,285.45,18
2018-10-26-08:00:00,10.68,295,1014.9,285.25,18
2018-10-26-09:00:00,7.89,291,1015.4,284.75,18
2018-10-26-10:00:00,4.5,322,1016,282.95,22
2018-10-26-11:00:00,3.46,318,1016.6,281.75,25
2018-10-26-12:00:00,3.77,331,1017.2,280.75,26
2018-10-26-13:00:00,5.47,336,1017.3,281.55,23
2018-10-26-14:00:00,6.67,329,1017.5,282.15,21
2018-10-26-15:00:00,5.64,342,1017.9,281.25,23
2018-10-26-16:00:00,6.34,343,1017.8,281.95,22
2018-10-26-17:00:00,5.69,341,1017.6,281.55,22
2018-10-26-18:00:00,3.82,322,1017.4,280.45,25
2018-10-26-19:00:00,2.49,266,1017.2,280.75,26
2018-10-26-20:00:00,1.05,89,1017.1,278.05,34
2018-10-26-21:00:00,1.82,179,1017.2,278.45,34
2018-10-26-22:00:00,1.47,284,1017.5,278.75,33
2018-10-26-23:00:00,1.53,175,1017.5,278.85,38
2018-10-27-00:00:00,1.58,184,1018.1,282.65,29
2018-10-27-01:00:00,2.22,234,1018.1,284.55,27
2018-10-27-02:00:00,3.97,219,1017.5,286.05,22
2018-10-27-03:00:00,3.4,224,1016.4,287.05,21
2018-10-27-04:00:00,4.22,184,1015.1,287.65,20
2018-10-27-05:00:00,4.38,210,1013.5,289.35,20
2018-10-27-06:00:00,8.96,282,1012.2,291.25,19
2018-10-27-07:00:00,8.21,297,1011.6,291.25,20
2018-10-27-08:00:00,8,287,1010.9,291.75,20
2018-10-27-09:00:00,3.57,296,1010.7,290.75,21
2018-10-27-10:00:00,4.3,272,1010.6,290.65,21
2018-10-27-11:00:00,3.41,289,1010.9,289.35,23
2018-10-27-12:00:00,6.58,304,1010.9,289.75,20
2018-10-27-13:00:00,3.62,312,1011.3,287.45,24
2018-10-27-14:00:00,8.2,334,1011.5,287.85,23
2018-10-27-15:00:00,4.51,350,1011.5,286.15,27
2018-10-27-16:00:00,4.39,260,1010.9,286.25,27
2018-10-27-17:00:00,4.43,265,1010,286.25,27
2018-10-27-18:00:00,6.41,295,1009.1,286.35,27
2018-10-27-19:00:00,7.32,309,1008.2,286.45,28
2018-10-27-20:00:00,8.18,301,1007.5,286.85,27
2018-10-27-21:00:00,6.48,294,1007.4,286.95,27
2018-10-27-22:00:00,6.65,293,1007.4,286.95,27
2018-10-27-23:00:00,5.63,302,1007.1,286.65,28
2018-10-28-00:00:00,3.95,341,1007.9,286.85,30
2018-10-28-01:00:00,3.9,322,1008.1,288.95,27
2018-10-28-02:00:00,5.33,308,1007.5,289.55,25
2018-10-28-03:00:00,6.36,333,1007.6,290.05,25
2018-10-28-04:00:00,5.96,331,1007.2,289.55,27
2018-10-28-05:00:00,7.97,299,1006.6,289.45,26
2018-10-28-06:00:00,6.49,302,1006.5,288.85,30
2018-10-28-07:00:00,8.78,299,1007,288.75,31
2018-10-28-08:00:00,6.76,338,1007.6,288.25,32
2018-10-28-09:00:00,9.06,320,1008.2,287.75,30
2018-10-28-10:00:00,8.2,329,1009.4,286.75,32
2018-10-28-11:00:00,11.78,327,1010.3,286.25,30
2018-10-28-12:00:00,11.98,344,1010.6,285.15,29
2018-10-28-13:00:00,9.75,2,1011.5,284.45,28
2018-10-28-14:00:00,4.83,8,1012.1,283.05,32
2018-10-28-15:00:00,3.98,51,1012.3,281.15,35
2018-10-28-16:00:00,3.82,50,1012.2,280.35,36
2018-10-28-17:00:00,2.75,24,1012.6,279.25,38
2018-10-28-18:00:00,4.97,20,1012.9,279.65,36
2018-10-28-19:00:00,5.09,26,1012.8,279.45,34
2018-10-28-20:00:00,5.52,29,1013.2,279.85,28
2018-10-28-21:00:00,9.1,342,1013.8,281.55,26
2018-10-28-22:00:00,8.22,333,1014.3,280.75,24
2018-10-28-23:00:00,4.44,320,1014.9,280.75,23
2018-10-29-00:00:00,7.3,314,1016,282.35,25
2018-10-29-01:00:00,6.2,305,1016.4,284.05,23
2018-10-29-02:00:00,7.09,324,1016.2,285.55,23
2018-10-29-03:00:00,6.84,333,1016,286.55,21
2018-10-29-04:00:00,4.76,339,1015.9,287.25,22
2018-10-29-05:00:00,7.07,319,1015.2,288.55,21
2018-10-29-06:00:00,7.62,317,1014.9,289.25,20
2018-10-29-07:00:00,7.87,312,1014.7,288.95,20
2018-10-29-08:00:00,6.39,313,1015,288.55,20
2018-10-29-09:00:00,5.39,321,1015.3,287.15,23
2018-10-29-10:00:00,4.51,300,1015.7,285.85,25
2018-10-29-11:00:00,2.31,321,1016.5,283.55,30
2018-10-29-12:00:00,2.03,333,1017.1,282.15,33
2018-10-29-13:00:00,1.7,342,1017.8,281.85,35
2018-10-29-14:00:00,4.69,360,1018.1,280.35,42
2018-10-29-15:00:00,2.96,308,1018.5,283.05,33
2018-10-29-16:00:00,3.99,296,1018.4,282.95,33
2018-10-29-17:00:00,3.64,296,1018.3,282.15,38
2018-10-29-18:00:00,3.87,292,1018.4,281.95,39
2018-10-29-19:00:00,2.57,274,1018.1,281.05,42
2018-10-29-20:00:00,3.69,316,1018.1,280.75,42
2018-10-29-21:00:00,1.13,36,1018.4,279.15,49
2018-10-29-22:00:00,2.85,360,1018.7,276.25,62
2018-10-29-23:00:00,1.95,342,1019.3,277.15,62
2018-10-30-00:00:00,0.85,316,1019.8,281.55,48
2018-10-30-01:00:00,1.45,339,1020.2,284.15,37
2018-10-30-02:00:00,0.78,230,1019.7,285.65,34
2018-10-30-03:00:00,5.36,328,1019.2,288.45,26
2018-10-30-04:00:00,5.27,326,1018.7,289.65,23
2018-10-30-05:00:00,3.52,291,1018.3,289.65,23
2018-10-30-06:00:00,2.5,20,1017.6,289.65,23
2018-10-30-07:00:00,4.25,79,1017.8,289.55,24
2018-10-30-08:00:00,3.63,98,1018.1,288.95,25
2018-10-30-09:00:00,2.51,91,1018.7,287.15,27
2018-10-30-10:00:00,1.92,131,1019.5,286.65,28
2018-10-30-11:00:00,1.08,104,1020.6,285.75,31
2018-10-30-12:00:00,1.96,131,1021.4,284.65,36
2018-10-30-13:00:00,3.14,99,1022,282.65,40
2018-10-30-14:00:00,2.28,91,1022.9,281.65,43
2018-10-30-15:00:00,2.36,87,1022.9,280.75,45
2018-10-30-16:00:00,2.82,68,1022.7,280.75,46
2018-10-30-17:00:00,1.81,9,1022.8,278.95,55
2018-10-30-18:00:00,1.37,347,1022.7,278.95,54
2018-10-30-19:00:00,2.24,355,1022.6,276.75,62
2018-10-30-20:00:00,1.92,353,1022.6,276.35,66
2018-10-30-21:00:00,2.03,329,1022.8,276.65,64
2018-10-30-22:00:00,1.68,337,1023,275.95,66
2018-10-30-23:00:00,2.51,351,1023.4,276.25,66
2018-10-31-00:00:00,2.6,351,1024.1,279.15,57
2018-10-31-01:00:00,2.7,2,1024.3,281.65,45
2018-10-31-02:00:00,2.38,358,1023.8,283.95,37
2018-10-31-03:00:00,1.68,31,1023.3,285.65,33
2018-10-31-04:00:00,1.23,348,1022.6,287.55,30
2018-10-31-05:00:00,0.9,355,1021.7,288.75,26
2018-10-31-06:00:00,1.52,342,1021.1,290.15,24
2018-10-31-07:00:00,2,130,1020.9,289.45,25
2018-10-31-08:00:00,1.69,107,1020.9,289.35,24
2018-10-31-09:00:00,1.85,133,1020.8,288.75,24
2018-10-31-10:00:00,1.82,203,1021.3,287.05,28
2018-10-31-11:00:00,0.83,304,1021.8,285.55,31
2018-10-31-12:00:00,0.89,303,1022.2,283.85,38
2018-10-31-13:00:00,2.07,338,1022.6,280.95,54
2018-10-31-14:00:00,1.16,17,1023.1,280.75,51
2018-10-31-15:00:00,1.19,320,1023.4,280.45,52
2018-10-31-16:00:00,2.11,347,1023.5,279.85,56
2018-10-31-17:00:00,1.18,340,1023.5,279.55,55
2018-10-31-18:00:00,0.98,327,1023.5,279.05,57
2018-10-31-19:00:00,1.31,311,1023.4,279.15,58
2018-10-31-20:00:00,2.12,311,1023.2,277.95,61
2018-10-31-21:00:00,2.49,340,1023.5,277.45,63
2018-10-31-22:00:00,3.01,346,1023.7,277.15,65
2018-10-31-23:00:00,3.69,338,1024,278.15,60
2018-11-01-00:00:00,3.07,359,1024.6,280.35,54
2018-11-01-01:00:00,2.84,351,1024.9,284.35,38
2018-11-01-02:00:00,3.03,4,1024.9,286.35,31
2018-11-01-03:00:00,1.37,39,1024.7,287.75,27
2018-11-01-04:00:00,1.46,120,1024,289.15,24
2018-11-01-05:00:00,2.75,152,1023.3,289.95,24
2018-11-01-06:00:00,2.17,172,1022.4,290.65,24
2018-11-01-07:00:00,2.55,156,1022.2,290.45,25
2018-11-01-08:00:00,4.05,156,1022.1,290.35,26
2018-11-01-09:00:00,3.21,157,1022.2,289.55,29
2018-11-01-10:00:00,2.69,167,1022.4,288.55,34
2018-11-01-11:00:00,2.65,126,1022.7,287.45,38
2018-11-01-12:00:00,2.34,126,1022.9,284.65,49
2018-11-01-13:00:00,1.51,88,1023.1,283.05,56
2018-11-01-14:00:00,1.43,44,1023.3,283.15,56
2018-11-01-15:00:00,2.48,99,1023.4,281.65,63
2018-11-01-16:00:00,1.67,75,1023.2,280.95,65
2018-11-01-17:00:00,2.02,96,1023,281.05,63
2018-11-01-18:00:00,1.88,31,1023.1,279.15,66
2018-11-01-19:00:00,1.55,49,1023,279.45,67
2018-11-01-20:00:00,1.84,2,1022.8,278.65,68
2018-11-01-21:00:00,1.83,343,1022.8,278.45,69
2018-11-01-22:00:00,1.09,47,1022.7,278.45,69
2018-11-01-23:00:00,2.05,339,1023.2,278.05,73
2018-11-02-00:00:00,1.38,20,1023.6,279.15,73
2018-11-02-01:00:00,1.03,26,1023.8,281.75,62
2018-11-02-02:00:00,2.03,117,1023.6,283.55,56
2018-11-02-03:00:00,1.09,126,1023.1,285.15,54
2018-11-02-04:00:00,2.05,127,1022.4,286.15,49
2018-11-02-05:00:00,2.19,140,1021.2,287.35,47
2018-11-02-06:00:00,1.95,96,1020.2,288.65,45
2018-11-02-07:00:00,3.01,154,1019.9,289.05,45
2018-11-02-08:00:00,3.33,150,1019.5,289.25,45
2018-11-02-09:00:00,1.98,63,1019.4,287.55,50
2018-11-02-10:00:00,1.67,55,1019.7,286.55,55
2018-11-02-11:00:00,1.96,85,1020.1,285.65,59
2018-11-02-12:00:00,1.76,80,1020.3,285.25,59
2018-11-02-13:00:00,2.14,74,1020.4,284.55,62
2018-11-02-14:00:00,1.93,67,1020.4,283.95,64
2018-11-02-15:00:00,1.85,84,1020.2,282.85,67
2018-11-02-16:00:00,1.69,90,1020,281.95,69
2018-11-02-17:00:00,1.39,84,1019.8,280.95,72
2018-11-02-18:00:00,1.95,41,1019.7,281.35,71
2018-11-02-19:00:00,1.68,23,1019.5,279.85,74
2018-11-02-20:00:00,1.72,24,1019.1,279.15,80
2018-11-02-21:00:00,0.97,360,1019.2,279.35,80
2018-11-02-22:00:00,1.1,323,1019.4,279.05,80
2018-11-02-23:00:00,1.55,18,1019.2,279.45,85
2018-11-03-00:00:00,1.24,14,1019.5,280.15,82
2018-11-03-01:00:00,1.41,74,1019.7,282.05,72
2018-11-03-02:00:00,1.34,80,1019.2,283.85,65
2018-11-03-03:00:00,1.78,98,1018.8,285.35,60
2018-11-03-04:00:00,2.25,121,1018,287.05,56
2018-11-03-05:00:00,2.35,141,1017,288.85,49
2018-11-03-06:00:00,3.99,153,1016.1,289.35,48
2018-11-03-07:00:00,4.53,190,1015.7,290.45,42
2018-11-03-08:00:00,3.66,186,1015.7,290.55,41
2018-11-03-09:00:00,3.39,183,1015.6,289.15,44
2018-11-03-10:00:00,3.68,178,1016,288.05,48
2018-11-03-11:00:00,0.71,333,1016.6,286.85,52
2018-11-03-12:00:00,1.48,7,1017,284.15,65
2018-11-03-13:00:00,1.69,73,1016.8,283.45,71
2018-11-03-14:00:00,1.59,103,1017,284.05,67
2018-11-03-15:00:00,2.13,105,1017.2,283.45,69
2018-11-03-16:00:00,1.01,38,1017.4,283.25,72
2018-11-03-17:00:00,1.24,49,1017.4,282.65,75
2018-11-03-18:00:00,1.82,7,1017.2,283.25,73
2018-11-03-19:00:00,2.28,17,1017.2,282.35,76
2018-11-03-20:00:00,1.88,29,1016.8,282.65,76
2018-11-03-21:00:00,1.38,15,1017,283.35,72
2018-11-03-22:00:00,2.43,279,1018,283.65,72
2018-11-03-23:00:00,2.26,286,1018.7,284.15,71
2018-11-04-00:00:00,2.38,301,1019.7,283.85,76
2018-11-04-01:00:00,4.82,302,1020.7,283.45,80
2018-11-04-02:00:00,3.67,314,1020.9,282.75,82
2018-11-04-03:00:00,3.44,324,1021.3,282.25,84
2018-11-04-04:00:00,4.7,331,1021.2,282.05,83
2018-11-04-05:00:00,2.87,349,1021.1,282.05,83
2018-11-04-06:00:00,3.17,352,1021.5,282.05,82
2018-11-04-07:00:00,4.97,20,1022,281.55,77
2018-11-04-08:00:00,5.52,18,1022.6,280.85,78
2018-11-04-09:00:00,4.97,23,1023.1,281.05,75
2018-11-04-10:00:00,4.14,16,1023.9,280.95,73
2018-11-04-11:00:00,4.58,33,1024.3,280.95,70
2018-11-04-12:00:00,4.41,37,1024.8,280.65,72
2018-11-04-13:00:00,3.87,30,1025.3,280.15,74
2018-11-04-14:00:00,3,29,1026,280.15,71
2018-11-04-15:00:00,2.91,10,1026.1,279.15,73
2018-11-04-16:00:00,2.58,27,1026.2,278.25,74
2018-11-04-17:00:00,1.11,19,1026.2,277.35,74
2018-11-04-18:00:00,2.15,359,1026.8,277.35,70
2018-11-04-19:00:00,3.03,61,1026.3,276.55,77
2018-11-04-20:00:00,2.16,346,1026.8,275.85,74
2018-11-04-21:00:00,2.98,12,1026.4,275.75,73
2018-11-04-22:00:00,1.44,1,1026.8,275.65,74
2018-11-04-23:00:00,3.03,6,1027.1,276.35,71
2018-11-05-00:00:00,4.03,39,1027.7,278.35,62
2018-11-05-01:00:00,4.91,18,1027.9,280.25,57
2018-11-05-02:00:00,3.73,34,1027.7,281.35,50
2018-11-05-03:00:00,2.03,44,1027.3,282.45,43
2018-11-05-04:00:00,1.95,329,1026.9,283.85,41
2018-11-05-05:00:00,1.74,199,1025.9,283.35,41
2018-11-05-06:00:00,1.85,249,1025,283.65,41
2018-11-05-07:00:00,1.98,224,1024.6,283.55,43
2018-11-05-08:00:00,2.48,165,1024.3,283.45,44
2018-11-05-09:00:00,2.32,143,1024.6,283.25,43
2018-11-05-10:00:00,1.85,116,1025.3,282.35,52
2018-11-05-11:00:00,1.55,133,1026.2,282.05,53
2018-11-05-12:00:00,1.67,75,1026.3,281.05,58
2018-11-05-13:00:00,0.89,12,1026.8,280.15,64
2018-11-05-14:00:00,1.95,351,1026.9,279.15,70
2018-11-05-15:00:00,2.36,357,1027.3,277.75,71
2018-11-05-16:00:00,3.01,326,1027.1,277.75,73
2018-11-05-17:00:00,3.01,344,1027.3,277.05,76
2018-11-05-18:00:00,2.33,348,1027.8,277.15,73
2018-11-05-19:00:00,1.93,337,1028.2,276.25,73
2018-11-05-20:00:00,1.56,27,1028.3,276.15,78
2018-11-05-21:00:00,2.43,356,1028.5,276.05,76
2018-11-05-22:00:00,3.86,19,1029,276.35,66
2018-11-05-23:00:00,2.87,347,1029.2,276.65,65
2018-11-06-00:00:00,3.48,348,1029.4,277.65,63
2018-11-06-01:00:00,4.36,13,1030,279.75,45
2018-11-06-02:00:00,4.17,38,1030,281.25,32
2018-11-06-03:00:00,4.46,32,1029.6,282.55,27
2018-11-06-04:00:00,3.65,44,1028.9,283.15,24
2018-11-06-05:00:00,2.63,37,1028.1,283.35,24
2018-11-06-06:00:00,1.64,56,1027.6,283.35,22
