DateTime,SPD10,DIR10,SLP,T2,RH2,TD2
2018-03-08-07:00:00,4.83000,186.00000,1026.40000,280.65000,24.00000,261.31000
2018-03-08-08:00:00,4.50000,198.00000,1025.90000,280.05000,27.00000,262.28000
2018-03-08-09:00:00,4.36000,196.00000,1025.70000,279.25000,31.00000,263.33000
2018-03-08-10:00:00,3.46000,195.00000,1024.80000,278.35000,33.00000,263.33000
2018-03-08-11:00:00,2.67000,177.00000,1025.40000,275.25000,40.00000,262.99000
2018-03-08-12:00:00,2.75000,176.00000,1025.90000,274.95000,43.00000,263.64000
2018-03-08-13:00:00,3.79000,175.00000,1026.30000,275.55000,42.00000,263.89000
2018-03-08-14:00:00,3.60000,153.00000,1026.00000,276.05000,39.00000,263.40000
2018-03-08-15:00:00,4.04000,155.00000,1025.60000,275.25000,40.00000,262.99000
2018-03-08-16:00:00,3.88000,139.00000,1025.20000,273.55000,45.00000,262.94000
2018-03-08-17:00:00,3.51000,130.00000,1025.20000,272.55000,53.00000,264.98000
2018-03-08-18:00:00,4.48000,128.00000,1024.60000,271.75000,55.00000,264.66000
2018-03-08-19:00:00,2.42000,110.00000,1024.00000,270.95000,58.00000,264.51000
2018-03-08-20:00:00,3.38000,103.00000,1023.80000,270.45000,62.00000,264.80000
2018-03-08-21:00:00,2.94000,103.00000,1023.40000,269.65000,66.00000,264.76000
2018-03-08-22:00:00,1.60000,102.00000,1022.90000,269.65000,66.00000,264.76000
2018-03-08-23:00:00,0.58000,226.00000,1022.50000,268.65000,72.00000,264.79000
2018-03-09-00:00:00,1.20000,196.00000,1022.60000,271.05000,57.00000,264.40000
2018-03-09-01:00:00,1.23000,189.00000,1022.40000,272.55000,51.00000,264.54000
2018-03-09-02:00:00,0.85000,359.00000,1021.40000,274.55000,46.00000,264.14000
2018-03-09-03:00:00,1.71000,87.00000,1020.20000,275.25000,42.00000,263.62000
2018-03-09-04:00:00,1.86000,45.00000,1018.70000,276.75000,40.00000,264.36000
2018-03-09-05:00:00,1.86000,131.00000,1017.30000,278.55000,36.00000,264.63000
2018-03-09-06:00:00,3.12000,183.00000,1015.50000,280.95000,33.00000,265.66000
2018-03-09-07:00:00,3.22000,209.00000,1014.30000,281.85000,32.00000,266.06000
2018-03-09-08:00:00,2.45000,201.00000,1013.50000,282.05000,32.00000,266.24000
2018-03-09-09:00:00,2.17000,216.00000,1013.10000,282.05000,33.00000,266.64000
2018-03-09-10:00:00,1.72000,140.00000,1013.10000,281.05000,35.00000,266.52000
2018-03-09-11:00:00,3.02000,18.00000,1013.50000,277.55000,40.00000,265.09000
2018-03-09-12:00:00,2.97000,25.00000,1013.50000,278.35000,39.00000,265.49000
2018-03-09-13:00:00,3.85000,27.00000,1013.80000,278.35000,39.00000,265.49000
2018-03-09-14:00:00,2.91000,18.00000,1014.20000,277.35000,42.00000,265.54000
2018-03-09-15:00:00,1.38000,280.00000,1014.40000,273.75000,52.00000,264.98000
2018-03-09-16:00:00,0.31000,244.00000,1014.40000,273.85000,54.00000,265.57000
2018-03-09-17:00:00,0.92000,355.00000,1014.60000,273.65000,58.00000,266.31000
2018-03-09-18:00:00,1.77000,357.00000,1015.20000,273.45000,56.00000,265.67000
2018-03-09-19:00:00,2.53000,5.00000,1015.20000,271.85000,61.00000,265.95000
2018-03-09-20:00:00,2.67000,352.00000,1015.40000,272.05000,65.00000,266.89000
2018-03-09-21:00:00,1.57000,327.00000,1015.80000,273.35000,61.00000,266.69000
2018-03-09-22:00:00,2.15000,345.00000,1016.30000,273.25000,60.00000,266.38000
2018-03-09-23:00:00,3.33000,344.00000,1016.70000,274.15000,56.00000,266.33000
2018-03-10-00:00:00,4.81000,358.00000,1017.60000,276.85000,47.00000,266.55000
2018-03-10-01:00:00,2.95000,42.00000,1018.60000,280.05000,35.00000,265.62000
2018-03-10-02:00:00,2.91000,125.00000,1019.80000,280.95000,38.00000,267.51000
2018-03-10-03:00:00,5.19000,147.00000,1019.70000,283.05000,33.00000,267.53000
2018-03-10-04:00:00,4.47000,143.00000,1019.60000,284.55000,30.00000,267.61000
2018-03-10-05:00:00,4.75000,137.00000,1018.90000,285.25000,31.00000,268.66000
2018-03-10-06:00:00,4.44000,162.00000,1018.20000,285.45000,31.00000,268.84000
2018-03-10-07:00:00,4.46000,145.00000,1017.90000,285.65000,31.00000,269.02000
2018-03-10-08:00:00,4.84000,174.00000,1017.60000,285.25000,31.00000,268.66000
2018-03-10-09:00:00,5.60000,177.00000,1017.80000,284.05000,34.00000,268.83000
2018-03-10-10:00:00,4.95000,146.00000,1018.40000,282.25000,40.00000,269.37000
2018-03-10-11:00:00,4.64000,147.00000,1019.30000,280.15000,43.00000,268.42000
2018-03-10-12:00:00,6.00000,151.00000,1020.20000,278.15000,44.00000,266.89000
2018-03-10-13:00:00,4.16000,176.00000,1021.10000,277.05000,44.00000,265.87000
2018-03-10-14:00:00,3.80000,170.00000,1021.80000,276.05000,46.00000,265.53000
2018-03-10-15:00:00,3.65000,151.00000,1022.40000,275.65000,53.00000,267.01000
2018-03-10-16:00:00,3.84000,160.00000,1022.80000,274.85000,57.00000,267.22000
2018-03-10-17:00:00,2.01000,154.00000,1022.80000,274.15000,55.00000,266.09000
2018-03-10-18:00:00,0.61000,208.00000,1022.50000,271.95000,65.00000,266.79000
2018-03-10-19:00:00,0.05000,355.00000,1022.00000,271.15000,66.00000,266.20000
2018-03-10-20:00:00,0.63000,285.00000,1021.60000,270.25000,70.00000,266.02000
2018-03-10-21:00:00,0.57000,269.00000,1021.80000,271.05000,69.00000,266.62000
2018-03-10-22:00:00,0.78000,3.00000,1021.90000,268.65000,78.00000,265.72000
2018-03-10-23:00:00,0.91000,273.00000,1022.30000,268.85000,78.00000,265.92000
2018-03-11-00:00:00,0.96000,279.00000,1022.40000,273.25000,64.00000,267.23000
2018-03-11-01:00:00,2.03000,288.00000,1022.40000,275.85000,45.00000,265.06000
2018-03-11-02:00:00,0.72000,309.00000,1022.20000,278.05000,36.00000,264.18000
2018-03-11-03:00:00,2.41000,48.00000,1021.50000,277.35000,36.00000,263.55000
2018-03-11-04:00:00,2.55000,99.00000,1020.50000,277.75000,35.00000,263.55000
2018-03-11-05:00:00,1.78000,62.00000,1019.60000,278.75000,33.00000,263.69000
